등급,어휘,표준동형어번호,품사,어종,원어,의미,분야
2등급,씩,1,부사,고유어,,소리 없이 싱겁게 얼핏 한 번 웃는 모양.,일반어
2등급,씻기다,1,동사,고유어,,"「1」때나 더러운 것이 물이나 휴지 따위로 없어지다. ‘씻다「1」’의 피동사.
「2」현재의 좋지 않은 상태에서 벗어나게 되다. ‘씻다「5」’의 피동사.",일반어/일반어
2등급,아가씨,0,명사,고유어,,"「1」시집갈 나이의 여자를 이르거나 부르는 말.
「2」손아래 시누이를 이르거나 부르는 말.
「3」예전에, 아랫사람이 젊은 부녀자를 높여 이르던 말.",일반어/일반어/일반어
2등급,아기별,0,명사,고유어,,작은 별을 귀엽게 이르는 말.,일반어
2등급,아나운서,0,명사,외래어,announcer,"뉴스 보도, 사회, 실황 중계의 방송을 맡아 하는 사람. 또는 그런 직책.",일반어
2등급,아동,2,명사,한자어,兒童,"「1」나이가 적은 아이. 대개 유치원에 다니는 나이로부터 사춘기 전의 아이를 이른다.
「2」아동 복지법에서, 18세 미만의 사람을 이르는 말.",일반어/전문어(법률)
2등급,아래위,0,명사,고유어,,아래와 위를 아울러 이르는 말.,일반어
2등급,아랫니,0,명사,고유어,,아랫잇몸에 난 이.,일반어
2등급,아랫부분,0,명사,혼종어,아랫部分,전체 가운데 아래에 해당되는 범위.,일반어
2등급,아랫집,0,명사,고유어,,아래쪽에 이웃하여 있거나 지대가 낮은 곳에 있는 집.,일반어
2등급,아르바이트,0,명사,외래어,Arbeit,"본래의 직업이 아닌, 임시로 하는 일.",일반어
2등급,아리랑,2,명사,고유어,,"우리나라의 대표적인 민요의 하나. 후렴에 ‘아리랑’이란 말이 들어 있는 노래로, 기본 장단은 세마치장단이나 지방에 따라 가사와 곡조가 조금씩 다르다.",전문어(음악)
2등급,아웃,1,명사,외래어,out,"「1」테니스ㆍ탁구ㆍ축구ㆍ배구 따위에서, 공이 규정선 밖으로 나가는 일.
「2」골프에서, 1라운드 18홀의 전반 9홀을 이르는 말.
「3」야구에서, 경기 중에 타자나 주자가 그 자격을 잃는 일.",전문어(체육)/전문어(체육)/전문어(체육)
2등급,아이디어,0,명사,외래어,idea,어떤 일에 대한 구상.,일반어
2등급,아장아장,0,부사,고유어,,키가 작은 사람이나 짐승이 이리저리 찬찬히 걷는 모양.,일반어
2등급,아찔하다,0,형용사,고유어,,갑자기 정신이 아득하고 조금 어지럽다.,일반어
2등급,아홉째,0,수사/관형사/명사,고유어,,"[Ⅰ]순서가 아홉 번째가 되는 차례.
[Ⅱ]순서가 아홉 번째가 되는 차례의.
[Ⅲ]맨 앞에서부터 세어 모두 아홉 개가 됨을 나타내는 말.",일반어/일반어/일반어
2등급,악,4,명사,한자어,惡,"「1」인간의 도덕적 기준에 어긋나 나쁨. 또는 그런 것.
「2」도덕률이나 양심을 어기거나 남에게 피해를 주는 일.",일반어/전문어(철학)
2등급,악물다,0,동사,고유어,,단단히 결심하거나 무엇을 참아 견딜 때에 힘주어 이를 꼭 마주 물다.,일반어
2등급,안간힘,0,명사,고유어,,"「1」어떤 일을 이루기 위해서 몹시 애쓰는 힘.
「2」고통이나 울화 따위를 참으려고 숨 쉬는 것도 참으면서 애쓰는 힘.",일반어/일반어
2등급,안내서,0,명사,한자어,案內書,어떤 내용을 소개하여 알려 주는 책이나 글.,일반어
2등급,안내원,0,명사,한자어,案內員,안내하는 임무를 맡아보는 사람.,일반어
2등급,안부,1,명사,한자어,安否,어떤 사람이 편안하게 잘 지내고 있는지 그렇지 아니한지에 대한 소식. 또는 인사로 그것을 전하거나 묻는 일.,일반어
2등급,안절부절못하다,0,동사,고유어,,마음이 초조하고 불안하여 어찌할 바를 모르다.,일반어
2등급,안정,1,명사,한자어,安定,"「1」바뀌어 달라지지 아니하고 일정한 상태를 유지함.
「2」중심이 물체의 바닥 한가운데에 있어서, 어떤 외부의 힘에 의하여 약간의 변화를 받기는 하여도 원래의 상태로부터 별로 벗어나지 아니하고 일정한 범위 안에 있는 상태. 또는 원래의 상태로 되돌아가려는 성질을 가지는 일.
「3」단체(單體)나 화합물이 화학 변화를 쉽게 일으키지 아니하거나 반응 속도가 느린 상태.",일반어/전문어(물리)/전문어(화학)
2등급,안정되다,0,동사,혼종어,安定되다,"「1」바뀌어 달라지지 아니하고 일정한 상태가 유지되다.
「2」중심이 물체의 바닥 한가운데에 있어서, 어떤 외부의 힘에 의하여 약간의 변화를 받기는 하여도 원래의 상태로부터 별로 벗어나지 아니하고 일정한 범위 안에 있는 상태로 되다. 또는 원래의 상태로 되돌아가려는 성질이 생기다.",일반어/전문어(물리)
2등급,안타까워하다,0,동사,고유어,,뜻대로 되지 아니하거나 보기에 딱하여 가슴 아프고 답답하게 여기다.,일반어
2등급,알갱이,2,명사,고유어,,"「1」열매나 곡식 따위의 낱알.
「2」작고 동그랗고 단단한 물질.
「3」열매나 곡식 따위의 낱알을 세는 단위.
「4」작고 동그랗고 단단한 물질을 세는 단위.
「5」물질을 구성하는 미세한 크기의 물체. 소립자, 원자, 분자, 콜로이드 따위를 이른다.
「6」물질의 일부로서, 구성하는 물질과 같은 종류의 매우 작은 물체.
「7」원자나 원자핵 따위의 물질을 이루는 아주 작은 구성원.",일반어/일반어/일반어/일반어/전문어(물리)/일반어/전문어(물리)
2등급,알뜰하다,0,형용사,고유어,,"「1」일이나 살림을 정성스럽고 규모 있게 하여 빈틈이 없다.
「2」다른 사람을 아끼고 위하는 마음이 참되고 지극하다.",일반어/일반어
2등급,알람,0,명사,외래어,alarm,미리 정하여 놓은 시각이나 조건에 이르면 저절로 울리도록 되어 있는 장치. 또는 그 소리.,일반어
2등급,알려지다,0,동사,고유어,,"「1」어떤 사실을 다른 사람들이 전해 듣고 알게 되다.
「2」어떤 사물 또는 사람의 이름, 특징, 업적 따위를 다른 사람들이 널리 알게 되다.",일반어/일반어
2등급,알록달록,0,부사,고유어,,‘알로록달로록’의 준말.,일반어
2등급,알림,0,명사,고유어,,알게 하는 일. 또는 그 내용.,일반어
2등급,알아차리다,0,동사,고유어,,"「1」알고 정신을 차려 깨닫다.
「2」낌새를 미리 알다.",일반어/일반어
2등급,알코올,0,명사,외래어,alcohol,"「1」사슬 또는 지방족 고리 탄화수소의 수소를 하이드록시기로 치환한 화합물을 통틀어 이르는 말.
「2」에탄의 수소 원자 하나를 하이드록시기로 치환한 화합물. 무색투명한 휘발성 액체로, 특유한 냄새와 맛을 가지며, 인체에 흡수되면 흥분이나 마취 작용을 일으킨다. 화학 약품의 합성 원료, 용제, 연료, 알코올성 음료 따위로 쓰인다. 화학식은 C2H5OH.
「3」‘술01’을 속되게 이르는 말.
「4」소독약의 하나.",전문어(생명)/전문어(화학)/일반어/일반어
2등급,앓다,0,동사,고유어,,"「1」병에 걸려 고통을 겪다.
「2」마음에 근심이 있어 괴로움을 느끼다.",일반어/일반어
2등급,암,7,명사,한자어,癌,"「1」생체 조직 안에서 세포가 무제한으로 증식하여 악성 종양을 일으키는 병. 결국에는 주위의 조직을 침범하거나 다른 장기에 전이하여 생체를 죽음에 이르게 한다. 유전성 외에 물리적 자극, 화학적 자극, 바이러스 감염 따위가 원인이며 완치는 어려우나 외과 수술, 방사선 요법, 화학 요법으로 치료한다.
「2」큰 장애나 고치기 어려운 나쁜 폐단을 비유적으로 이르는 말.",전문어(의학)/일반어
2등급,암탉,0,명사,고유어,,닭의 암컷.,일반어
2등급,암흑,0,명사,한자어,暗黑,"「1」어둡고 캄캄함.
「2」암담하고 비참한 상태를 비유적으로 이르는 말.",일반어/일반어
2등급,압도적,0,명사/관형사,한자어,壓倒的,"[Ⅰ]보다 뛰어난 힘이나 재주로 남을 눌러 꼼짝 못 하게 하는 것.
[Ⅱ]보다 뛰어난 힘이나 재주로 남을 눌러 꼼짝 못 하게 하는.",일반어/일반어
2등급,압력,0,명사,한자어,壓力,"「1」두 물체가 접촉면을 경계로 하여 서로 그 면에 수직으로 누르는 단위 면적에서의 힘의 단위. 그 크기의 단위로는 dyn/㎠ 외에 공학에서는 kgW/㎠를 사용하고, 기상학에서는 밀리바, 헥토파스칼 따위를 사용한다.
「2」권력이나 세력에 의하여 타인을 자기 의지에 따르게 하는 힘.",전문어(전기·전자)/일반어
2등급,앞당기다,0,동사,고유어,,"「1」물건 따위를 앞으로 당기다.
「2」이미 정해진 시간이나 약속을 당겨서 미리 하다.",일반어/일반어
2등급,앞문,0,명사,혼종어,앞門,집이나 방의 앞쪽에 있는 문.,일반어
2등급,앞서,0,부사,고유어,,"「1」남보다 먼저.
「2」지금보다 앞선 때에.
「3」아예 미리.",일반어/일반어/일반어
2등급,애국자,0,명사,한자어,愛國者,자기 나라를 사랑하는 사람.,일반어
2등급,애매하다,2,형용사,혼종어,曖昧하다,"「1」희미하여 분명하지 아니하다.
「2」희미하여 확실하지 못하다. 이것인지 저것인지 명확하지 못하여 한 개념이 다른 개념과 충분히 구별되지 못하는 일을 이른다.",일반어/전문어(철학)
2등급,애완동물,0,명사,한자어,愛玩動物,"좋아하여 가까이 두고 귀여워하며 기르는 동물. 개, 고양이, 새, 금붕어 따위가 있다.",일반어
2등급,애인,2,명사,한자어,愛人,"「1」서로 애정을 나누며 마음속 깊이 사랑하는 사람. 또는 몹시 그리며 사랑하는 사람.
「2」남을 사랑함.",일반어/일반어
2등급,애정,2,명사,한자어,愛情,"「1」사랑하는 마음.
「2」남녀 간에 서로 그리워하는 마음. 또는 그런 일.",일반어/일반어
2등급,애초,1,명사,혼종어,애初,맨 처음.,일반어
2등급,애타다,0,동사,고유어,,몹시 답답하거나 안타까워 속이 끓는 듯하다.,일반어
2등급,액수,3,명사,한자어,額數,"「1」돈의 머릿수.
「2」사람의 수.",일반어/일반어
2등급,액체,0,명사,한자어,液體,"일정한 부피는 가졌으나 일정한 형태를 가지지 못한 물질. 구성하는 분자나 원자의 간격이 기체의 경우보다 좁고, 고체에 비하여 응집력이 약하다. 상당히 강한 작용을 서로에게 미치고 있으며, 서로 위치가 끊임없이 바뀌고 결정처럼 정하여진 배열을 하고 있지 않다.",전문어(물리)
2등급,야간,0,명사,한자어,夜間,"「1」해가 진 뒤부터 먼동이 트기 전까지의 동안.
「2」밤에 공부를 하는 중ㆍ고등ㆍ대학교의 부속 교육 기관.",일반어/전문어(교육)
2등급,야경,2,명사,한자어,夜景,밤의 경치.,일반어
2등급,야금야금,0,부사,고유어,,"「1」무엇을 입안에 넣고 잇따라 조금씩 먹어 들어가는 모양.
「2」잇따라 조금씩 축내거나 써 없애는 모양.
「3」남모르게 조금씩 행동하는 모양.",일반어/일반어/일반어
2등급,야단치다,0,동사,혼종어,惹端치다,소리를 높여 호되게 꾸짖다.,일반어
2등급,야생,1,명사,한자어,野生,산이나 들에서 저절로 나서 자람. 또는 그런 생물.,일반어
2등급,야하다,1,형용사,혼종어,冶하다,"「1」천하게 아리땁다.
「2」깊숙하지 못하고 되바라지다.",일반어/일반어
2등급,약,1,명사,고유어,,"「1」어떤 식물이 성숙해서 지니게 되는 맵거나 쓴 자극성 성분.
「2」비위가 몹시 상할 때 일어나는 감정.",일반어/일반어
2등급,약,3,관형사,한자어,約,"‘대강’, ‘대략’의 뜻으로, 그 수량에 가까운 정도임을 나타내는 말.",일반어
2등급,약값,0,명사,혼종어,藥값,약을 사는 데 드는 비용.,일반어
2등급,약점,1,명사,한자어,弱點,모자라서 남에게 뒤떨어지거나 떳떳하지 못한 점.,일반어
2등급,약초,0,명사,한자어,藥草,약으로 쓰는 풀.,일반어
2등급,얄밉다,0,형용사,고유어,,말이나 행동이 약빠르고 밉다.,일반어
2등급,양,2,의존명사,고유어,,"「1」어떤 모양을 하고 있거나 어떤 행동을 짐짓 취함을 나타내는 말.
「2」‘의향’이나 ‘의도’의 뜻을 나타내는 말.",일반어/일반어
2등급,양면테이프,0,명사,혼종어,兩面tape,접착테이프의 하나. 테이프의 안팎에 접착제가 칠해져 있다.,일반어
2등급,양반,3,명사,한자어,兩班,"「1」고려ㆍ조선 시대에, 지배층을 이루던 신분. 원래 관료 체제를 이루는 동반과 서반을 일렀으나 점차 그 가족이나 후손까지 포괄하여 이르게 되었다.
「2」점잖고 예의 바른 사람.
「3」자기 남편을 남에게 이르는 말.
「4」남자를 범상히 또는 홀하게 이르는 말.
「5」사정이나 형편이 좋음을 비유적으로 이르는 말.",전문어(역사)/일반어/일반어/일반어/일반어
2등급,양상추,0,명사,혼종어,洋상추,국화과의 한해살이 또는 두해살이풀. 잎이 둥글고 넓으며 양배추처럼 결구성(結球性)인 개량종 상추이다. 식용하며 사철 재배한다.,전문어(식물)
2등급,양심,1,명사,한자어,良心,"자신의 행위에 대하여 옮음과 그름, 선함과 악함을 분별하여 도덕적으로 올바른 행동을 하려는 의식.",일반어
2등급,양심적,0,명사/관형사,한자어,良心的,"[Ⅰ]양심을 올바로 지닌 것.
[Ⅱ]양심을 올바로 지닌.",일반어/일반어
2등급,양팔,0,명사,혼종어,兩팔,양쪽의 두 팔.,일반어
2등급,어금니,0,명사,고유어,,"송곳니의 안쪽에 있는 큰 이. 가운데가 오목하고 음식물을 잘게 부수는 역할을 한다. 앞어금니와 뒤어금니로 나누며, 사람에게는 상하좌우에 각각 앞어금니가 두 개, 뒤어금니가 세 개 있다.",전문어(의학)
2등급,어김없이,0,부사,고유어,,"「1」어기는 일이 없이.
「2」틀림이 없이.",일반어/일반어
2등급,어느덧,0,부사,고유어,,어느 사이인지도 모르는 동안에.,일반어
2등급,어두컴컴하다,0,형용사,고유어,,어둡고 컴컴하다.,일반어
2등급,어둑어둑하다,0,형용사,고유어,,사물을 똑똑히 알아볼 수 없을 만큼 어둡다.,일반어
2등급,어르신,0,명사,고유어,,"「1」남의 아버지나 어머니를 높여 이르는 말.
「2」아버지나 어머니와 벗이 되는 어른이나 그 이상 되는 어른을 높여 이르는 말.",일반어/일반어
2등급,어림,1,명사,고유어,,대강 짐작으로 헤아림. 또는 그런 셈이나 짐작.,일반어
2등급,어서어서,0,부사,고유어,,"「1」일이나 행동을 지체 없이 아주 빨리하기를 재촉하는 말.
「2」매우 반갑게 맞아들이거나 매우 간절히 권하는 말.",일반어/일반어
2등급,어여쁘다,0,형용사,고유어,,‘예쁘다’를 예스럽게 이르는 말.,일반어
2등급,어이없다,0,형용사,고유어,,"일이 너무 뜻밖이어서 기가 막히는 듯하다.
",일반어
2등급,어이쿠,0,감탄사,고유어,,"「1」몹시 아프거나 힘들거나 놀라거나 원통하거나 기막힐 때 내는 소리. ‘어이구「1」’보다 거센 느낌을 준다.
「2」몹시 반갑거나 좋을 때 내는 소리. ‘어이구「2」’보다 거센 느낌을 준다.
「3」몹시 절망하거나 좌절하거나 탄식할 때 내는 소리. ‘어이구「3」’보다 거센 느낌을 준다.",일반어/일반어/일반어
2등급,어쩜,0,부사/감탄사,고유어,,"[Ⅰ]「1」‘어쩌면[Ⅰ]「1」’의 준말.
[Ⅰ]「2」‘어쩌면[Ⅰ]「2」’의 준말.
[Ⅱ]뜻밖의 일 따위에 탄복할 때 나오는 소리.",일반어/일반어
2등급,어차피,0,부사,한자어,於此彼,이렇게 하든지 저렇게 하든지. 또는 이렇게 되든지 저렇게 되든지.,일반어
2등급,억,3,수사/관형사,한자어,億,"[Ⅰ]만(萬)의 만 배가 되는 수.
[Ⅱ]만(萬)의 만 배가 되는 수의.",일반어/일반어
2등급,언론,0,명사,한자어,言論,"「1」개인이 말이나 글로 자기의 생각을 발표하는 일. 또는 그 말이나 글.
「2」매체를 통하여 어떤 사실을 밝혀 알리거나 어떤 문제에 대하여 여론을 형성하는 활동.",일반어/일반어
2등급,얼떨결,0,명사,고유어,,"뜻밖의 일을 갑자기 당하거나, 여러 가지 일이 너무 복잡하여 정신을 가다듬지 못하는 판.",일반어
2등급,얼룩지다,0,동사,고유어,,"「1」거죽에 얼룩이 생기다.
「2」좋지 못한 요소가 섞여 말끔하지 않은 상태가 되다.",일반어/일반어
2등급,얼음판,0,명사,고유어,,물이 얼어서 마당처럼 된 곳.,일반어
2등급,얼핏,0,부사,고유어,,"「1」지나는 결에 잠깐 나타나는 모양.
「2」생각이나 기억 따위가 문득 떠오르는 모양.",일반어/일반어
2등급,얽히다,0,동사,고유어,,"「1」노끈이나 줄 따위가 이리저리 걸리다. ‘얽다02「1」’의 피동사.
「2」이리저리 관련이 되다. ‘얽다02「2」’의 피동사.",일반어/일반어
2등급,엄두,0,명사,고유어,,감히 무엇을 하려는 마음을 먹음. 또는 그 마음.,일반어
2등급,엄지발가락,0,명사,고유어,,다섯 발가락 가운데 첫째 발가락. 가장 크고 굵다.,일반어
2등급,엄지발톱,0,명사,고유어,,엄지발가락의 발톱.,일반어
2등급,엄지손톱,0,명사,고유어,,엄지손가락의 손톱.,일반어
2등급,업적,0,명사,한자어,業績,어떤 사업이나 연구 따위에서 세운 공적.,일반어
2등급,업히다,2,동사,고유어,,어떤 사람이  다른 사람에게 또 다른 사람을 업게 하다. ‘업다[1]「1」’의 사동사.,일반어
2등급,엉성하다,0,형용사,고유어,,"「1」꽉 짜이지 아니하여 어울리는 맛이 없고 빈틈이 있다.
「2」살이 빠져서 뼈만 남을 만큼 버쩍 마른 듯하다.
「3」빽빽하지 못하고 성기다.
「4」사물의 형태나 내용이 부실하다.",일반어/일반어/일반어/일반어
2등급,엉키다,0,동사,고유어,,"[1]「1」실이나 줄 따위가 풀기 힘들 정도로 서로 한데 얽히게 되다.
[1]「2」일이 서로 뒤섞이고 얽혀 갈피를 잡을 수 없게 되다.
[1]「3」감정이나 생각 따위가 갈피를 잡을 수 없을 정도로 얽히다.
[1]「4」점성이 있는 액체나 가루 따위가 한 덩어리가 되면서 굳어지다.
[2]사람이나 동물 따위가 한 무리를 이루거나 달라붙다.
[3]「1」여럿의 실이나 줄, 문제 따위가 풀기 어려울 정도로 서로 얽히다.
[3]「2」냄새나 연기, 소리 따위가 한데 섞여 본래의 성질과 달라지다.
[3]「3」감정이나 기운 따위가 한데 뒤섞여 응어리가 생기다.",일반어
2등급,엎질러지다,0,동사,고유어,,담긴 그릇에서 액체 따위가 쏟아져 나오게 되다.,일반어
2등급,에스컬레이터,0,명사,외래어,escalator,사람이나 화물이 자동적으로 위아래 층으로 오르내릴 수 있도록 만든 계단 모양의 장치.,일반어
2등급,엑스레이,0,명사,외래어,X–ray,"「1」파장 0.01~100옹스트롬(Å)으로 감마선과 자외선의 중간 파장에 해당하는 전자기파. 눈에 직접 보이지는 않으나 굴절, 반사, 편광, 간섭, 회절 따위의 현상을 나타내며 강한 형광 작용, 전리 작용, 사진 작용, 투과 작용 따위를 한다. 학문적으로 중요할 뿐만 아니라 실제 사용 면에서도 질병의 진단 및 치료, 금속 재료의 내부 검사, 미술품의 감정(鑑定) 등 그 용도가 매우 넓다. 1895년에 독일의 뢴트겐이 발견할 당시에는 알 수 없는 선이라는 뜻에서 엑스선이라고 불렀다.
「2」눈으로 볼 수 없는 물체의 내부를 엑스선을 이용하여 찍는 사진. 인체 내 이물질의 발견, 질병의 진단, 그 밖에 금속 재료의 내부 검사나 결정 해석에도 쓴다.",전문어(물리)/전문어(물리)
2등급,엔진,0,명사,외래어,engine,"열에너지, 전기 에너지, 수력 에너지 따위를 기계적인 힘으로 바꾸는 장치. 주로 열에너지를 이용하는 열기관을 이른다.",일반어
2등급,여가,3,명사,한자어,餘暇,일이 없어 남는 시간.,일반어
2등급,여덟째,0,수사/관형사/명사,고유어,,"[Ⅰ]순서가 여덟 번째가 되는 차례.
[Ⅱ]순서가 여덟 번째가 되는 차례의.
[Ⅲ]맨 앞에서부터 세어 모두 여덟 개가 됨을 이르는 말.",일반어/일반어/일반어
2등급,여름날,0,명사,고유어,,여름철의 날. 또는 그날의 날씨.,일반어
2등급,여름밤,0,명사,고유어,,여름철의 밤.,일반어
2등급,여름옷,0,명사,고유어,,여름철에 입는 옷.,일반어
2등급,여백,0,명사,한자어,餘白,"종이 따위에, 글씨를 쓰거나 그림을 그리고 남은 빈 자리.",일반어
2등급,여섯째,0,수사/관형사/명사,고유어,,"[Ⅰ]순서가 여섯 번째가 되는 차례.
[Ⅱ]순서가 여섯 번째가 되는 차례의.
[Ⅲ]맨 앞에서부터 세어 모두 여섯 개가 됨을 이르는 말.",일반어/일반어/일반어
2등급,여성,1,명사,한자어,女性,"「1」성(性)의 측면에서 여자를 이르는 말. 특히, 성년(成年)이 된 여자를 이른다.
「2」서구어(西歐語)의 문법에서, 단어를 성(性)에 따라 구별할 때에 사용하는 말의 하나.",일반어/전문어(언어)
2등급,여신,2,명사,한자어,女神,여성인 신(神).,일반어
2등급,여유,0,명사,한자어,餘裕,"「1」물질적ㆍ공간적ㆍ시간적으로 넉넉하여 남음이 있는 상태.
「2」느긋하고 차분하게 생각하거나 행동하는 마음의 상태. 또는 대범하고 너그럽게 일을 처리하는 마음의 상태.",일반어/일반어
2등급,여인,1,명사,한자어,女人,어른이 된 여자.,일반어
2등급,여전하다,0,형용사,혼종어,如前하다,전과 같다.,일반어
2등급,여전히,0,부사,혼종어,如前히,전과 같이.,일반어
2등급,여쭈다,0,동사,고유어,,"「1」웃어른에게 말씀을 올리다.
「2」웃어른에게 인사를 드리다.",일반어/일반어
2등급,여태,1,부사,고유어,,지금까지. 또는 아직까지. 어떤 행동이나 일이 이미 이루어졌어야 함에도 그렇게 되지 않았음을 불만스럽게 여기거나 또는 바람직하지 않은 행동이나 일이 현재까지 계속되어 옴을 나타낼 때 쓰는 말이다.,일반어
2등급,여태껏,0,부사,고유어,,‘여태01’를 강조하여 이르는 말.,일반어
2등급,역사상,2,명사,한자어,歷史上,역사에 나타나 있는 바.,일반어
2등급,역전,7,명사,한자어,逆轉,"「1」형세가 뒤집힘. 또는 형세를 뒤집음.
「2」거꾸로 회전함.
「3」일이 잘못되어 좋지 아니하게 벌어져 감.
「4」하층의 기온이 상층의 기온보다 낮아지는 일. 또는 그런 상태.",일반어/일반어/일반어/전문어(지구)
2등급,연,1,명사,한자어,年,한 해.,일반어
2등급,연결되다,0,동사,혼종어,連結되다,"「1」사물과 사물이 서로 이어지거나 현상과 현상이 관계가 맺어지다.
「2」위상 공간이, 두 개의 공집합이 아닌 개집합으로 나뉘지 아니하다.",일반어/전문어(수학)
2등급,연관,6,명사,한자어,聯關,"「1」사물이나 현상이 일정한 관계를 맺는 일.
「2」상동 염색체에 있는 유전자들이 염색체 단위로 함께 행동하여 유전하는 현상.",일반어/전문어(생명)
2등급,연구,3,명사,한자어,硏究,어떤 일이나 사물에 대하여서 깊이 있게 조사하고 생각하여 진리를 따져 보는 일.,일반어
2등급,연구소,0,명사,한자어,硏究所,연구를 전문으로 하는 기관.,일반어
2등급,연구실,0,명사,한자어,硏究室,어떤 연구를 전문으로 하기 위하여 학교나 기관에 설치한 기관이나 방.,일반어
2등급,연구하다,2,동사,혼종어,硏究하다,어떤 일이나 사물에 대하여서 깊이 있게 조사하고 생각하여 진리를 따져 보다.,일반어
2등급,연기,4,명사,한자어,延期,정해진 기한을 뒤로 물려서 늘림.,일반어
2등급,연기,9,명사,한자어,演技,"배우가 배역의 인물, 성격, 행동 따위를 표현해 내는 일.",전문어(연기)
2등급,연도,1,명사,한자어,年度,"「1」사무나 회계 결산 따위의 처리를 위하여 편의상 구분한 일 년 동안의 기간. 또는 앞의 말에 해당하는 그해.
「2」앞말이 이루어진 특정한 해의 뜻을 나타내는 말.",일반어/일반어
2등급,연락처,0,명사,한자어,連絡處,"「1」연락을 하기 위하여 정해 둔 곳.
「2」연락을 주고받을 수 있는 전화번호나 전자 우편 주소 따위.",일반어/일반어
2등급,연말,1,명사,한자어,年末,한 해의 마지막 무렵.,일반어
2등급,연설,2,명사,한자어,演說,"「1」여러 사람 앞에서 자기의 주의나 주장 또는 의견을 진술함.
「2」도리(道理), 교의(敎義), 의의(意義) 따위를 진술함.",일반어/일반어
2등급,연세,2,명사,한자어,年歲,‘나이01’의 높임말.,일반어
2등급,연습장,2,명사,한자어,練習帳,연습하는 데에 쓰는 공책.,일반어
2등급,연애,5,명사,한자어,戀愛,성적인 매력에 이끌려 서로 좋아하여 사귐.,일반어
2등급,연예인,0,명사,한자어,演藝人,"연예에 종사하는 배우, 가수, 무용가 등을 통틀어 이르는 말.",일반어
2등급,연인,5,명사,한자어,戀人,서로 연애하는 관계에 있는 두 사람. 또는 몹시 그리며 사랑하는 사람.,일반어
2등급,연장,4,명사,한자어,延長,"「1」시간이나 거리 따위를 본래보다 길게 늘림.
「2」물건의 길이나 걸어간 거리 따위를 일괄하였을 때의 전체 길이.
「3」어떤 일의 계속. 또는 하나로 이어지는 것.
「4」주어진 선분을 한쪽 방향 또는 양쪽 방향으로 늘이는 일.
「5」공간 속에 위치하고, 그것의 일정한 부분을 차지하는 물체의 성질. 데카르트는 정신을 사유하는 실체로, 물체를 연장성을 지닌 실체로 보아 이원론적으로 규정하였다.",일반어/일반어/일반어/전문어(수학)/전문어(철학)
2등급,연탄,3,명사,한자어,煉炭,"주원료인 무연탄과 코크스, 목탄 따위의 가루에 피치(pitch), 해조(海藻), 석회(石灰) 따위의 점결제(粘結劑)를 섞어서 굳혀 만든 연료. 여러 가지 모양이 있는데, 보통은 잘 타게 하기 위하여 상하로 통하는 여러 개의 구멍을 뚫는다.",전문어(공업)
2등급,연필깎이,0,명사,혼종어,鉛筆깎이,연필을 깎는 데에 쓰는 기구. 칼날이 통 속에 들어 있어 구멍에 연필을 끼우고 돌리면 연필이 저절로 깎인다.,일반어
2등급,연필꽂이,0,명사,혼종어,鉛筆꽂이,연필이나 볼펜 따위를 꽂아 두는 기구.,일반어
2등급,연필심,0,명사,한자어,鉛筆心/鉛筆芯,연필 속에 들어 있는 가느다란 심. 실제로 글씨를 쓰는 부분으로 흑연 가루와 점토를 섞어 높은 열로 구워 만든다.,일반어
2등급,열기,4,명사,한자어,熱氣,"「1」뜨거운 기운.
「2」몸에 열이 있는 기운.
「3」뜨겁게 가열된 기체.
「4」흥분한 분위기.",일반어/일반어/일반어/일반어
2등급,열나다,0,동사,혼종어,熱나다,"「1」몸에서 열이 생기다.
「2」열성이 나다.
「3」화가 나다.",일반어/일반어/일반어
2등급,열대,3,명사,한자어,熱帶,"적도를 중심으로 남북 회귀선 사이에 있는 지대. 연평균 기온이 20℃ 이상 또는 최한월 평균 기온이 18℃ 이상인 지역으로, 연중 기온이 높고 강우량이 많은 것이 특징이다.",전문어(지리)
2등급,열대어,0,명사,한자어,熱帶魚,"「1」열대에 사는 어류를 통틀어 이르는 말.
「2」진기한 형태와 고운 색채를 가진 거피, 네온테트라, 에인절피시 따위의 관상용 어류를 이르는 말. 열대 및 아열대 지방이 원산지이다.",전문어(동물)/전문어(동물)
2등급,열무김치,0,명사,고유어,,열무로 담근 김치.,일반어
2등급,열정,2,명사,한자어,熱情,어떤 일에 열렬한 애정을 가지고 열중하는 마음.,일반어
2등급,열중,0,명사,한자어,熱中,한 가지 일에 정신을 쏟음.,일반어
2등급,열중하다,0,동사,혼종어,熱中하다,한 가지 일에 정신을 쏟다.,일반어
2등급,열째,0,수사/관형사/명사,고유어,,"[Ⅰ]순서가 열 번째가 되는 차례.
[Ⅱ]순서가 열 번째가 되는 차례의.
[Ⅲ]맨 앞에서부터 세어 모두 열 개가 됨을 이르는 말.",일반어/일반어/일반어
2등급,열흘,0,명사,고유어,,"「1」열 날.
「2」매달 초하룻날부터 헤아려 열째 되는 날.",일반어/일반어
2등급,염색,1,명사,한자어,染色,"「1」염료를 사용하여 실이나 천 따위에 물을 들임. 또는 그런 일.
「2」세포, 조직, 균을 색소로 물들이는 일.",일반어/전문어(생명)
