등급,어휘,표준동형어번호,품사,어종,원어,의미,분야
2등급,진돗개,0,명사,혼종어,珍島개,"개의 한 품종. 몸은 누런 갈색 또는 흰색이며, 귀는 뾰족하게 서고 꼬리는 왼쪽으로 말린다. 전남 진도에서 나는 우리나라 특산종이다. 우리나라 천연기념물이다.",전문어(동물)
2등급,진동,3,명사,한자어,振動,"「1」흔들려 움직임.
「2」냄새 따위가 아주 심하게 나는 상태.
「3」중국의 주례에 나오는 아홉 가지의 절 가운데 하나.
「4」입자나 물체의 위치 혹은 장(場)이나 전류의 방향, 세기 따위의 물리량이 정하여진 범위에서 주기적으로 변화하는 현상.
「5」전기장이나 자기장이 시간적ㆍ공간적으로 주기적인 변화를 하는 것.
「6」수열이 수렴도 아니 하고 양이나 음의 무한대로 발산하지도 아니하는 일.",일반어/일반어/일반어/전문어(기계)/전문어(재료)/전문어(수학)
2등급,진로,1,명사,한자어,進路,앞으로 나아갈 길.,일반어
2등급,진입,0,명사,한자어,進入,향하여 내처 들어감.,일반어
2등급,진작,1,부사,고유어,,좀 더 일찍이. 주로 기대나 생각대로 잘되지 않은 지나간 사실에 대하여 뉘우침이나 원망의 뜻을 나타내는 문장에 쓴다.,일반어
2등급,진작에,0,부사,고유어,,좀 더 일찍이. 주로 기대나 생각대로 잘되지 않은 지나간 사실에 대하여 뉘우침이나 원망의 뜻을 나타내는 문장에 쓴다.,일반어
2등급,진정,2,부사,한자어,眞正,거짓이 없이 참으로.,일반어
2등급,진정,15,명사,한자어,鎭靜,"「1」몹시 소란스럽고 어지러운 일을 가라앉힘.
「2」격앙된 감정이나 아픔 따위를 가라앉힘.",일반어/일반어
2등급,진정하다,1,형용사,혼종어,眞正하다,참되고 올바르다.,일반어
2등급,진정하다,5,동사,혼종어,鎭靜하다,"「1」몹시 소란스럽고 어지러운 일을 가라앉히다.
「2」격앙된 감정이나 아픔 따위를 가라앉히다.",일반어
2등급,진지,1,명사,고유어,,‘밥01「2」’의 높임말.,일반어
2등급,진지하다,0,형용사,혼종어,眞摯하다,마음 쓰는 태도나 행동 따위가 참되고 착실하다.,일반어
2등급,진통제,0,명사,한자어,鎭痛劑,"중추 신경에 작용하여 환부의 통증을 느끼지 못하게 하는 약. 마약성 진통제와 해열성 진통제로 나뉘며, 수면제ㆍ마취제ㆍ진경제(鎭痙劑) 따위가 보조적으로 배합된다.",전문어(약학)
2등급,진행,2,명사,한자어,進行,"「1」앞으로 향하여 나아감.
「2」일 따위를 처리하여 나감.
「3」화음이 계속되는 일.",일반어/일반어/전문어(음악)
2등급,진행되다,0,동사,혼종어,進行되다,"「1」앞으로 향하여 나아가게 되다.
「2」일 따위가 처리되어 나가게 되다.
「3」화음이 계속되다.",일반어/일반어/전문어(음악)
2등급,진화,5,명사,한자어,進化,"「1」일이나 사물 따위가 점점 발달하여 감.
「2」생물이 생명의 기원 이후부터 점진적으로 변해 가는 현상.",일반어/전문어(생명)
2등급,진화하다,1,동사,혼종어,進化하다,"「1」일이나 사물 따위가 점점 발달하여 가다.
「2」생물이 생명의 기원 이후부터 점진적으로 변해 가다.",일반어/전문어(생명)
2등급,질병,2,명사,한자어,疾病,몸의 온갖 병.,일반어
2등급,짐작하다,0,동사,혼종어,斟酌하다,사정이나 형편 따위를 어림잡아 헤아리다.,일반어
2등급,집단,0,명사,한자어,集團,여럿이 모여 이룬 모임.,일반어
2등급,집사람,0,명사,고유어,,남에 대하여 자기 아내를 겸손하게 이르는 말.,일반어
2등급,집중되다,0,동사,혼종어,集中되다,"「1」한곳이 중심이 되어 모이다.
「2」한 가지 일에 모든 힘이 쏟아부어지다.",일반어/일반어
2등급,집중적,0,명사/관형사,한자어,集中的,"[Ⅰ]한곳을 중심으로 모이거나 모으는 것.
[Ⅱ]한곳을 중심으로 모이거나 모으는.",일반어/일반어
2등급,집착,2,명사,한자어,執着,어떤 것에 늘 마음이 쏠려 잊지 못하고 매달림.,일반어
2등급,집착하다,2,동사,혼종어,執着하다,어떤 것에 늘 마음이 쏠려 잊지 못하고 매달리다.,일반어
2등급,짚다,0,동사,고유어,,"「1」바닥이나 벽, 지팡이 따위에 몸을 의지하다.
「2」손으로 이마나 머리 따위를 가볍게 눌러 대다.
「3」여럿 중에 하나를 꼭 집어 가리키다.
「4」상황을 헤아려 어떠할 것으로 짐작하다.",일반어/일반어/일반어/일반어
2등급,짜내다,0,동사,고유어,,"「1」액체나 물질 따위가 들어 있는 물건을 누르거나 비틀어서 내용물이 밖으로 나오게 하다.
「2」온갖 수단을 써서 남에게 재물이나 세금 따위를 억지로 내게 하다.
「3」온 힘을 다하여 어떤 생각이 나오게 하다. 또는 어떤 생각을 떠올려 나타나게 하다.
「4」잘 나오거나 생기지 아니하는 것을 억지로 만들어 내다.",일반어/일반어/일반어/일반어
2등급,짜장,2,명사,외래어,←zhajiang[炸醬],"「1」중국요리에 사용되는 검은색의 장. 콩을 발효해서 만든 중국 된장에 물과 고기, 채소를 넣어 볶아 걸쭉하게 만든다.
「2」중국요리의 하나. 고기와 채소를 넣어 볶은 중국 된장에 국수를 비벼 먹는다.",일반어/일반어
2등급,짝,8,부사,고유어,,손뼉을 한 번 치는 소리. 또는 그 모양.,일반어
2등급,짝수,0,명사,혼종어,짝數,"2로 나누어서 나머지가 0이 되는 수. 2, 4, 6, 8, 10 따위의 수를 이른다.",전문어(수학)
2등급,짝짝,4,부사,고유어,,손뼉을 자꾸 치는 소리. 또는 그 모양.,일반어
2등급,짠맛,0,명사,고유어,,소금과 같은 맛.,일반어
2등급,짧은바늘,0,명사,고유어,,시계의 시침을 이르는 말.,일반어
2등급,짬뽕,0,명사,외래어,←champon,"「1」중국요리의 하나. 국수에 각종 해물이나 야채를 섞어서 볶은 것에 돼지 뼈나 소뼈, 닭 뼈를 우린 국물을 부어 만든다.
「2」서로 다른 것을 뒤섞음.",일반어/일반어
2등급,째깍째깍,2,부사,고유어,,"「1」‘째까닥째까닥02’의 준말.
「2」시계 따위의 톱니바퀴가 자꾸 돌아가는 소리. ‘재깍재깍02「2」’보다 센 느낌을 준다.",일반어/일반어
2등급,쪼그라들다,0,동사,고유어,,"「1」쪼그라져 작아지다.
「2」살이 빠져서 주름이 쪼글쪼글 잡히다.
「3」일의 범위나 규모가 조금 줄어들다.",일반어/일반어/일반어
2등급,쪼그리다,0,동사,고유어,,"「1」누르거나 옥여서 부피를 작게 만들다.
「2」팔다리를 오그려 몸을 작게 옴츠리다.",일반어/일반어
2등급,쪼글쪼글,0,부사,고유어,,쪼그라지거나 구겨져서 고르지 아니하게 주름이 많이 잡힌 모양.,일반어
2등급,쪼글쪼글하다,0,형용사,고유어,,쪼그라지거나 구겨져서 고르지 아니하게 주름이 많이 잡힌 데가 있다.,일반어
2등급,쪼들리다,0,동사,고유어,,어떤 일이나 사람에 시달리거나 부대끼어 괴롭게 지내다.,일반어
2등급,쫄깃쫄깃하다,0,형용사,고유어,,씹히는 맛이 매우 차지고 질긴 듯하다. ‘졸깃졸깃하다’보다 센 느낌을 준다.,일반어
2등급,쫑알쫑알,0,부사,고유어,,남이 잘 알아듣지 못할 정도의 작은 목소리로 자꾸 혼잣말을 하는 소리. 또는 그 모양. ‘종알종알’보다 센 느낌을 준다.,일반어
2등급,찌다,5,동사,고유어,,"「1」뜨거운 김을 쐬는 것같이 더워지다.
「2」뜨거운 김으로 익히거나 데우다.",일반어/일반어
2등급,찍히다,1,동사,고유어,,"「1」날이 있는 연장 따위로 내리침을 당하다. ‘찍다01「1」’의 피동사.
「2」끝이 뾰족한 것으로 찔리다. ‘찍다01「2」’의 피동사.",일반어/일반어
2등급,찐빵,0,명사,고유어,,김에 쪄서 익힌 빵. 속에 팥 따위를 넣기도 한다.,일반어
2등급,찔끔찔끔,0,부사,고유어,,"「1」액체 따위가 자꾸 조금씩 새어 흐르거나 나왔다 그쳤다 하는 모양. ‘질금질금「1」’보다 센 느낌을 준다.
「2」비가 자꾸 아주 조금씩 내렸다 그쳤다 하는 모양. ‘질금질금「2」’보다 센 느낌을 준다.
「3」물건 따위를 자꾸 조금씩 흘리는 모양. ‘질금질금「3」’보다 센 느낌을 준다.
「4」돈이나 물건 따위를 조금씩 주거나 여러 번 나누어서 주는 모양. ‘질금질금「4」’보다 센 느낌을 준다.",일반어/일반어/일반어/일반어
2등급,찜질,0,명사,고유어,,"「1」약물이나 더운물에 적신 헝겊, 또는 얼음덩이를 아픈 곳에 대어 병을 고치는 일.
「2」온천이나 뜨거운 물에 몸을 담그거나 더운 모래밭에 몸을 묻어서 땀을 흘려 병을 고치는 일.
「3」몹시 매를 때리는 일을 속되게 이르는 말.",일반어/일반어/일반어
2등급,찜질방,0,명사,혼종어,찜질房,"황토, 맥반석 따위를 바른 방에서 높은 온도의 공기로 땀을 내도록 한 곳. 약 40∼80℃의 더운 공기를 유지하며 휴게 시설과 사우나를 갖추고 있다.",일반어
2등급,차,8,명사,한자어,差,"「1」둘 이상의 사물을 견주었을 때에, 서로 다르게 나타나는 수준이나 정도.
「2」어떤 수나 식에서 다른 수나 식을 뺀 나머지.",일반어/전문어(수학)
2등급,차량,1,명사,한자어,車輛,"「1」도로나 선로 위를 달리는 모든 차를 통틀어 이르는 말.
「2」열차의 한 칸.",일반어/일반어
2등급,차례,1,명사,혼종어,차禮,"음력 매달 초하룻날과 보름날, 명절날, 조상 생일 등의 낮에 지내는 제사.",일반어
2등급,차림,0,명사,고유어,,옷이나 물건 따위를 입거나 꾸려서 갖춘 상태.,일반어
2등급,차원,2,명사,한자어,次元,"「1」사물을 보거나 생각하는 처지. 또는 어떤 생각이나 의견 따위를 이루는 사상이나 학식의 수준.
「2」물리량의 성질을 나타내는 것. 또는 물리량의 기본 단위와 유도 단위의 관계.
「3」기하학적 도형, 물체, 공간 따위의 한 점의 위치를 말하는 데에 필요한 실수의 최소 개수. 직선은 1차원, 평면은 2차원, 입체는 3차원이지만 n차원이나 무한 차원의 공간도 생각할 수 있다.",일반어/전문어(물리)/전문어(수학)
2등급,차츰,0,부사,고유어,,어떤 사물의 상태가 시간의 흐름에 따라 일정한 방향으로 조금씩 진행하는 모양.,일반어
2등급,착실히,0,부사,혼종어,着實히,"「1」사람이 허튼 데가 없이 찬찬하며 실하게.
「2」일정한 기준이나 정도에 모자람이 없이 넉넉하게.",일반어/일반어
2등급,착용하다,0,동사,혼종어,着用하다,"의복, 모자, 신발, 액세서리 따위를 입거나, 쓰거나, 신거나 차거나 하다.",일반어
2등급,찰칵,0,부사,고유어,,"「1」‘찰카닥「1」’의 준말.
「2」‘찰카닥「2」’의 준말.
「3」‘찰카닥「3」’의 준말.
「4」‘찰카닥「4」’의 준말.",일반어/일반어/일반어/일반어
2등급,찰흙,0,명사,고유어,,끈기가 있어 차진 흙.,일반어
2등급,참가,1,명사,한자어,參加,"「1」모임이나 단체 또는 일에 관계하여 들어감.
「2」어떤 법률관계에 당사자 이외의 제삼자가 관여함.",일반어/전문어(법률)
2등급,참가하다,1,동사,혼종어,參加하다,"「1」모임이나 단체 또는 일에 관계하여 들어가다.
「2」어떤 법률관계에 당사자 이외의 제삼자가 관여하다.",일반어/전문어(법률)
2등급,참고서,0,명사,한자어,參考書,"「1」참고가 되는 책.
「2」교과서 외에 학습에 참고가 되는 책.",전문어(교육)/전문어(교육)
2등급,참석,0,명사,한자어,參席,모임이나 회의 따위의 자리에 참여함.,일반어
2등급,참석하다,0,동사,혼종어,參席하다,모임이나 회의 따위의 자리에 참여하다.,일반어
2등급,참여,0,명사,한자어,參與,"「1」어떤 일에 끼어들어 관계함.
「2」재판 따위가 벌어지는 현장에 나가 지켜봄.",일반어/전문어(법률)
2등급,참여하다,0,동사,혼종어,參與하다,"「1」어떤 일에 끼어들어 관계하다.
「2」재판 따위가 벌어지는 현장에 나가 지켜보다.",일반어/전문어(법률)
2등급,창,9,명사,한자어,槍,"「1」예전에, 긴 나무 자루 끝에 날이 선 뾰족한 쇠촉을 박아서 던지고 찌르는 데에 쓰던 무기.
「2」창던지기에서 쓰는 기구.",일반어/전문어(체육)
2등급,창의,4,명사,한자어,創意,새로운 의견을 생각하여 냄. 또는 그 의견.,일반어
2등급,창의력,0,명사,한자어,創意力,새로운 것을 생각해 내는 능력.,일반어
2등급,창의성,0,명사,한자어,創意性,새로운 것을 생각해 내는 특성.,일반어
2등급,창의적,0,명사/관형사,한자어,創意的,"[Ⅰ]창의성을 띠거나 가진 것.
[Ⅱ]창의성을 띠거나 가진.",일반어/일반어
2등급,창작,0,명사,한자어,創作,"「1」방안이나 물건 따위를 처음으로 만들어 냄. 또는 그렇게 만들어 낸 방안이나 물건.
「2」예술 작품을 독창적으로 지어냄. 또는 그 예술 작품.
「3」거짓으로 지어낸 말이나 일을 비꼬는 말.",일반어/일반어/일반어
2등급,찾아뵙다,0,동사,고유어,,웃어른을 만나러 가서 보다. ‘찾아뵈다’보다 더 겸양의 뜻을 나타낸다.,일반어
2등급,채,9,의존명사,고유어,,이미 있는 상태 그대로 있다는 뜻을 나타내는 말.,일반어
2등급,채널,0,명사,외래어,channel,"「1」어떠한 일을 이루는 방법이나 정보가 전달되는 경로.
「2」텔레비전ㆍ라디오ㆍ무선 통신 따위에서, 주파수대에 따라 각 방송국에 배정된, 전파의 전송(傳送) 통로.
「3」중앙 처리 장치 대신에 입출력 동작을 수행하는 장치.",일반어/전문어(정보·통신)
