등급,어휘,품사,어종,원어,의미,日本語訳,定義,外来語_カタカナ候補,外来語_原語候補,品質フラグ,tags
1등급,반,명사,한자어,班,"「1」벌여 선 자리나 그 차례.
「2」일정한 목적을 위하여 조직한 사람들의 작은 집단.
「3」‘작은 집단’의 뜻을 나타내는 말.
「4」학년을 학급으로 나눈 단위.
「5」학급을 세는 단위.
「6」동(洞) 아래의 통(統)보다 작은 지방 행정 단위.
「7」내무반ㆍ박격포반 따위의, 소대보다는 작고 분대보다는 큰 전술 단위 부대.",班,"「1」벌여 선 자리나 그 차례.
「2」일정한 목적을 위하여 조직한 사람들의 작은 집단.
「3」‘작은 집단’의 뜻을 나타내는 말.
「4」학년을 학급으로 나눈 단위.
「5」학급을 세는 단위.
「6」동(洞) 아래의 통(統)보다 작은 지방 행정 단위.
「7」내무반ㆍ박격포반 따위의, 소대보다는 작고 분대보다는 큰 전술 단위 부대.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,반년,명사,한자어,半年,한 해의 반.,半年,한 해의 반.,,,,source:level1 grade:1 type:hanja
1등급,반대,명사,한자어,反對,"「1」두 사물이 모양, 위치, 방향, 순서 따위에서 등지거나 서로 맞섬. 또는 그런 상태.
「2」어떤 행동이나 견해, 제안 따위에 따르지 아니하고 맞서 거스름.",反對,"「1」두 사물이 모양, 위치, 방향, 순서 따위에서 등지거나 서로 맞섬. 또는 그런 상태.
「2」어떤 행동이나 견해, 제안 따위에 따르지 아니하고 맞서 거스름.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,반대편,명사,한자어,反對便,"「1」반대되는 방향이나 반대되는 쪽에 있는 곳.
「2」반대하는 무리.",反對便,"「1」반대되는 방향이나 반대되는 쪽에 있는 곳.
「2」반대하는 무리.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,반반,명사,한자어,半半,"「1」무엇을 절반으로 나누어서 가른 각각의 몫.
「2」절반의 절반.",半半,"「1」무엇을 절반으로 나누어서 가른 각각의 몫.
「2」절반의 절반.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,반복,명사,한자어,反復,같은 일을 되풀이함.,反復,같은 일을 되풀이함.,,,,source:level1 grade:1 type:hanja
1등급,반성,명사,한자어,反省,자신의 언행에 대하여 잘못이나 부족함이 없는지 돌이켜 봄.,反省,자신의 언행에 대하여 잘못이나 부족함이 없는지 돌이켜 봄.,,,,source:level1 grade:1 type:hanja
1등급,반장,명사,한자어,班長,"「1」어떤 일을 함께 하는 소규모 조직체인 반(班)을 대표하여 일을 맡아보는 사람.
「2」행정 구역의 단위인 ‘반(班)’을 대표하여 일을 맡아보는 사람.
「3」교실을 한 단위로 하는 반(班)을 대표하여 일을 맡아보는 학생.",班長,"「1」어떤 일을 함께 하는 소규모 조직체인 반(班)을 대표하여 일을 맡아보는 사람.
「2」행정 구역의 단위인 ‘반(班)’을 대표하여 일을 맡아보는 사람.
「3」교실을 한 단위로 하는 반(班)을 대표하여 일을 맡아보는 학생.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,반주,명사,한자어,伴奏,노래나 기악의 연주를 도와주기 위하여 옆에서 다른 악기를 연주함. 또는 그렇게 하는 연주.,伴奏,노래나 기악의 연주를 도와주기 위하여 옆에서 다른 악기를 연주함. 또는 그렇게 하는 연주.,,,,source:level1 grade:1 type:hanja
1등급,반지,명사,한자어,半指/斑指,장식으로 손가락에 끼는 고리. 위쪽에 보석을 박거나 무늬를 새겨 꾸미기도 한다.,半指 / 斑指,장식으로 손가락에 끼는 고리. 위쪽에 보석을 박거나 무늬를 새겨 꾸미기도 한다.,,,multi_kanji,source:level1 grade:1 type:hanja risk:multi_kanji
1등급,반찬,명사,한자어,飯饌,밥에 곁들여 먹는 음식을 통틀어 이르는 말.,飯饌,밥에 곁들여 먹는 음식을 통틀어 이르는 말.,,,,source:level1 grade:1 type:hanja
1등급,반칙,명사,한자어,反則,"법칙이나 규정, 규칙 따위를 어김.",反則,"법칙이나 규정, 규칙 따위를 어김.",,,,source:level1 grade:1 type:hanja
1등급,발견,명사,한자어,發見,"미처 찾아내지 못하였거나 아직 알려지지 아니한 사물이나 현상, 사실 따위를 찾아냄.",発見,"미처 찾아내지 못하였거나 아직 알려지지 아니한 사물이나 현상, 사실 따위를 찾아냄.",,,,source:level1 grade:1 type:hanja
1등급,발명,명사,한자어,發明,아직까지 없던 기술이나 물건을 새로 생각하여 만들어 냄.,発明,아직까지 없던 기술이나 물건을 새로 생각하여 만들어 냄.,,,,source:level1 grade:1 type:hanja
1등급,발명가,명사,한자어,發明家,아직까지 없던 기술이나 물건을 새로 생각하여 만들어 내는 일을 전문적으로 하는 사람.,発明家,아직까지 없던 기술이나 물건을 새로 생각하여 만들어 내는 일을 전문적으로 하는 사람.,,,,source:level1 grade:1 type:hanja
1등급,발사,명사,한자어,發射,활ㆍ총포ㆍ로켓이나 광선ㆍ음파 따위를 쏘는 일.,発射,활ㆍ총포ㆍ로켓이나 광선ㆍ음파 따위를 쏘는 일.,,,,source:level1 grade:1 type:hanja
1등급,발음,명사,한자어,發音,음성을 냄. 또는 그 음성.,発音,음성을 냄. 또는 그 음성.,,,,source:level1 grade:1 type:hanja
1등급,발표,명사,한자어,發表,"어떤 사실이나 결과, 작품 따위를 세상에 널리 드러내어 알림.",発表,"어떤 사실이나 결과, 작품 따위를 세상에 널리 드러내어 알림.",,,,source:level1 grade:1 type:hanja
1등급,발표회,명사,한자어,發表會,"연구, 창작, 활동 따위의 결과를 공개적으로 드러내어 알리는 모임.",発表会,"연구, 창작, 활동 따위의 결과를 공개적으로 드러내어 알리는 모임.",,,,source:level1 grade:1 type:hanja
1등급,방,명사,한자어,房,"「1」사람이 살거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
「2」조선 시대에, 왕실의 일부인 궁실(宮室)과 왕실에서 분가하여 독립한 대원군ㆍ왕자군ㆍ공주ㆍ옹주가 살던 집을 통틀어 이르던 말.
「3」조선 시대에 있던, 시전(市廛)보다 작고 가가(假家)보다 큰 가게.",房,"「1」사람이 살거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
「2」조선 시대에, 왕실의 일부인 궁실(宮室)과 왕실에서 분가하여 독립한 대원군ㆍ왕자군ㆍ공주ㆍ옹주가 살던 집을 통틀어 이르던 말.
「3」조선 시대에 있던, 시전(市廛)보다 작고 가가(假家)보다 큰 가게.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,방금,명사,한자어,方今,"[Ⅰ]「1」말하고 있는 시점(時點)보다 바로 조금 전.
[Ⅰ]「2」말하고 있는 시점과 같은 때.
[Ⅰ]「3」말하고 있는 시점부터 바로 조금 후.
[Ⅱ]「1」말하고 있는 시점보다 바로 조금 전에.
[Ⅱ]「2」말하고 있는 시점과 같은 때에.
[Ⅱ]「3」말하고 있는 시점부터 바로 조금 후에.",方今,"[Ⅰ]「1」말하고 있는 시점(時點)보다 바로 조금 전.
[Ⅰ]「2」말하고 있는 시점과 같은 때.
[Ⅰ]「3」말하고 있는 시점부터 바로 조금 후.
[Ⅱ]「1」말하고 있는 시점보다 바로 조금 전에.
[Ⅱ]「2」말하고 있는 시점과 같은 때에.
[Ⅱ]「3」말하고 있는 시점부터 바로 조금 후에.",,,multi_gloss|multi_pos,source:level1 grade:1 type:hanja risk:multi_gloss risk:multi_pos
1등급,방문,명사,한자어,房門,방으로 드나드는 문.,房門,방으로 드나드는 문.,,,,source:level1 grade:1 type:hanja
1등급,방문,명사,한자어,訪問,어떤 사람이나 장소를 찾아가서 만나거나 봄.,訪問,어떤 사람이나 장소를 찾아가서 만나거나 봄.,,,,source:level1 grade:1 type:hanja
1등급,방법,명사,한자어,方法,"「1」어떤 일을 해 나가거나 목적을 이루기 위하여 취하는 수단이나 방식.
「2」객관적 진리에 이르기 위하여 사유 활동을 행하는 방식. 곧 사유 대상을 다루는 법을 이른다.",方法,"「1」어떤 일을 해 나가거나 목적을 이루기 위하여 취하는 수단이나 방식.
「2」객관적 진리에 이르기 위하여 사유 활동을 행하는 방식. 곧 사유 대상을 다루는 법을 이른다.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,방석,명사,한자어,方席,"「1」앉을 때 밑에 까는 작은 깔개. 네모지거나 둥글며, 주로 밑이 배기거나 바닥이 찰 때 쓴다.
「2」무엇을 덮거나 널어 말리기 위하여 만든 물건.",方席,"「1」앉을 때 밑에 까는 작은 깔개. 네모지거나 둥글며, 주로 밑이 배기거나 바닥이 찰 때 쓴다.
「2」무엇을 덮거나 널어 말리기 위하여 만든 물건.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,방송,명사,한자어,放送,라디오나 텔레비전 따위를 통하여 널리 듣고 볼 수 있도록 음성이나 영상을 전파로 내보내는 일. 특정 지역을 대상으로 유선(有線)으로 행하는 것을 포함하기도 한다.,放送,라디오나 텔레비전 따위를 통하여 널리 듣고 볼 수 있도록 음성이나 영상을 전파로 내보내는 일. 특정 지역을 대상으로 유선(有線)으로 행하는 것을 포함하기도 한다.,,,,source:level1 grade:1 type:hanja
1등급,방송국,명사,한자어,放送局,일정한 시설을 갖추고 라디오나 텔레비전을 통하여 여러 가지 방송을 내보내는 기관. 관영 방송국과 민영 방송국이 있다.,放送局,일정한 시설을 갖추고 라디오나 텔레비전을 통하여 여러 가지 방송을 내보내는 기관. 관영 방송국과 민영 방송국이 있다.,,,,source:level1 grade:1 type:hanja
1등급,방어,명사,한자어,防禦,"「1」상대편의 공격을 막음.
「2」상대편의 공격으로부터 스스로를 지킴.
「3」민사 소송에서, 피고가 원고의 주장을 배척하기 위하여 사용하는 소송 행위.",防禦,"「1」상대편의 공격을 막음.
「2」상대편의 공격으로부터 스스로를 지킴.
「3」민사 소송에서, 피고가 원고의 주장을 배척하기 위하여 사용하는 소송 행위.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,방패,명사,한자어,防牌/旁牌,"「1」전쟁 때에 적의 칼, 창, 화살 따위를 막는 데에 쓰던 무기. 원방패(圓防牌)와 장방패(長防牌)가 있다.
「2」어떤 일을 할 때에 앞장을 세울 만한 것. 또는 그런 사람.",防牌 / 旁牌,"「1」전쟁 때에 적의 칼, 창, 화살 따위를 막는 데에 쓰던 무기. 원방패(圓防牌)와 장방패(長防牌)가 있다.
「2」어떤 일을 할 때에 앞장을 세울 만한 것. 또는 그런 사람.",,,multi_gloss|multi_kanji,source:level1 grade:1 type:hanja risk:multi_gloss risk:multi_kanji
1등급,방학,명사,한자어,放學,"일정 기간 동안 수업을 쉬는 일. 또는 그 기간. 주로 학교에서 학기나 학년이 끝난 뒤 또는 더위, 추위가 심할 때 실시한다.",放学,"일정 기간 동안 수업을 쉬는 일. 또는 그 기간. 주로 학교에서 학기나 학년이 끝난 뒤 또는 더위, 추위가 심할 때 실시한다.",,,,source:level1 grade:1 type:hanja
1등급,방해,명사,한자어,妨害,남의 일을 간섭하고 막아 해를 끼침.,妨害,남의 일을 간섭하고 막아 해를 끼침.,,,,source:level1 grade:1 type:hanja
1등급,방향,명사,한자어,方向,"「1」어떤 방위(方位)를 향한 쪽.
「2」어떤 뜻이나 현상이 일정한 목표를 향하여 나아가는 쪽.",方向,"「1」어떤 방위(方位)를 향한 쪽.
「2」어떤 뜻이나 현상이 일정한 목표를 향하여 나아가는 쪽.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,배,명사,한자어,倍,"「1」어떤 수나 양을 두 번 합한 만큼.
「2」일정한 수나 양이 그만큼 거듭됨을 이르는 말.",倍,"「1」어떤 수나 양을 두 번 합한 만큼.
「2」일정한 수나 양이 그만큼 거듭됨을 이르는 말.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,배구,명사,한자어,排球,"직사각형으로 된 코트의 중앙에 네트를 두고 두 팀으로 나누어 공을 땅에 떨어뜨리지 아니하고 손으로 공을 패스하여 세 번 안에 상대편 코트로 넘겨 보내는 구기 경기. 한 팀이 6명으로 구성된 국제식 경기는 최종 세트와 5번째 세트를 제외하고 최소 2점 앞선 상태에서 먼저 25점 획득한 팀이 승리하고, 각 24점으로 동점인 상태의 경우 2점이 앞설 때까지 경기가 지속된다. 최종 세트와 5번째 세트의 경우 최소 2점 앞선 상태에서 15점제로 운영한다. 9명으로 구성된 극동식 경기는 21점을 먼저 득점하는 팀이 그 판을 이기게 된다. 한 경기에 6인제 배구는 3세트를 이긴 팀이 승리하고, 9인제 배구는 2세트를 이긴 팀이 승리한다.",排球,"직사각형으로 된 코트의 중앙에 네트를 두고 두 팀으로 나누어 공을 땅에 떨어뜨리지 아니하고 손으로 공을 패스하여 세 번 안에 상대편 코트로 넘겨 보내는 구기 경기. 한 팀이 6명으로 구성된 국제식 경기는 최종 세트와 5번째 세트를 제외하고 최소 2점 앞선 상태에서 먼저 25점 획득한 팀이 승리하고, 각 24점으로 동점인 상태의 경우 2점이 앞설 때까지 경기가 지속된다. 최종 세트와 5번째 세트의 경우 최소 2점 앞선 상태에서 15점제로 운영한다. 9명으로 구성된 극동식 경기는 21점을 먼저 득점하는 팀이 그 판을 이기게 된다. 한 경기에 6인제 배구는 3세트를 이긴 팀이 승리하고, 9인제 배구는 2세트를 이긴 팀이 승리한다.",,,,source:level1 grade:1 type:hanja
1등급,배낭,명사,한자어,背囊,물건을 넣어서 등에 질 수 있도록 헝겊이나 가죽 따위로 만든 가방.,背囊,물건을 넣어서 등에 질 수 있도록 헝겊이나 가죽 따위로 만든 가방.,,,,source:level1 grade:1 type:hanja
1등급,배달,명사,한자어,配達,물건을 가져다가 몫몫으로 나누어 돌림.,配達,물건을 가져다가 몫몫으로 나누어 돌림.,,,,source:level1 grade:1 type:hanja
1등급,배달원,명사,한자어,配達員,배달을 직업으로 하는 사람.,配達員,배달을 직업으로 하는 사람.,,,,source:level1 grade:1 type:hanja
1등급,배우,명사,한자어,俳優,"「1」연극이나 영화 따위에 등장하는 인물로 분장하여 연기를 하는 사람.
「2」가면극, 인형극, 줄타기, 땅재주, 판소리 따위를 하던 직업적 예능인을 통틀어 이르던 말.",俳優,"「1」연극이나 영화 따위에 등장하는 인물로 분장하여 연기를 하는 사람.
「2」가면극, 인형극, 줄타기, 땅재주, 판소리 따위를 하던 직업적 예능인을 통틀어 이르던 말.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,백,수사,한자어,百,"[Ⅰ]십의 열 배가 되는 수.
[Ⅱ]십의 열 배가 되는 수의.",百,"[Ⅰ]십의 열 배가 되는 수.
[Ⅱ]십의 열 배가 되는 수의.",,,multi_gloss|multi_pos,source:level1 grade:1 type:hanja risk:multi_gloss risk:multi_pos
1등급,백성,명사,한자어,百姓,"「1」나라의 근본을 이루는 일반 국민을 예스럽게 이르는 말.
「2」예전에, 사대부가 아닌 일반 평민을 이르던 말.",百姓,"「1」나라의 근본을 이루는 일반 국민을 예스럽게 이르는 말.
「2」예전에, 사대부가 아닌 일반 평민을 이르던 말.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,백인,명사,한자어,白人,"「1」백색 인종에 속하는 사람.
「2」날 때부터 살과 털빛이 아주 하얀 사람.",白人,"「1」백색 인종에 속하는 사람.
「2」날 때부터 살과 털빛이 아주 하얀 사람.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,백화점,명사,한자어,百貨店,여러 가지 상품을 부문별로 나누어 진열ㆍ판매하는 대규모의 현대식 종합 소매점.,百貨店,여러 가지 상품을 부문별로 나누어 진열ㆍ판매하는 대규모의 현대식 종합 소매점.,,,,source:level1 grade:1 type:hanja
1등급,번,명사,한자어,番,"[Ⅰ]차례로 숙직이나 당직을 하는 일.
[Ⅱ]「1」일의 차례를 나타내는 말.
[Ⅱ]「2」일의 횟수를 세는 단위.
[Ⅱ]「3」어떤 범주에 속한 사람이나 사물의 차례를 나타내는 단위.",番,"[Ⅰ]차례로 숙직이나 당직을 하는 일.
[Ⅱ]「1」일의 차례를 나타내는 말.
[Ⅱ]「2」일의 횟수를 세는 단위.
[Ⅱ]「3」어떤 범주에 속한 사람이나 사물의 차례를 나타내는 단위.",,,multi_gloss|multi_pos,source:level1 grade:1 type:hanja risk:multi_gloss risk:multi_pos
1등급,번호,명사,한자어,番號,"[Ⅰ]차례를 나타내거나 식별하기 위해 붙이는 숫자.
[Ⅱ]제식 훈련에서, 횡대 대형에서는 오른쪽부터, 종대 대형에서는 앞에서부터 차례로 번호를 붙여 말하라는 구령.",番号,"[Ⅰ]차례를 나타내거나 식별하기 위해 붙이는 숫자.
[Ⅱ]제식 훈련에서, 횡대 대형에서는 오른쪽부터, 종대 대형에서는 앞에서부터 차례로 번호를 붙여 말하라는 구령.",,,multi_gloss|multi_pos,source:level1 grade:1 type:hanja risk:multi_gloss risk:multi_pos
1등급,벌,명사,한자어,罰,"「1」잘못하거나 죄를 지은 사람에게 주는 고통.
「2」행위를 금지하기 위해서, 또는 습관을 파기하기 위하여 주는 불쾌한 자극.",罰,"「1」잘못하거나 죄를 지은 사람에게 주는 고통.
「2」행위를 금지하기 위해서, 또는 습관을 파기하기 위하여 주는 불쾌한 자극.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,벌금,명사,한자어,罰金,"「1」규약을 위반했을 때에 벌로 내게 하는 돈.
「2」재산형의 하나로 범죄인에게 부과하는 돈. 금액은 범죄의 경중에 따라 다르며 벌금을 낼 능력이 없을 경우에는 노역으로 대신한다.",罰金,"「1」규약을 위반했을 때에 벌로 내게 하는 돈.
「2」재산형의 하나로 범죄인에게 부과하는 돈. 금액은 범죄의 경중에 따라 다르며 벌금을 낼 능력이 없을 경우에는 노역으로 대신한다.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,벌칙,명사,한자어,罰則,법규를 어긴 행위에 대한 처벌을 정하여 놓은 규칙.,罰則,법규를 어긴 행위에 대한 처벌을 정하여 놓은 규칙.,,,,source:level1 grade:1 type:hanja
1등급,범인,명사,한자어,犯人,범죄를 저지른 사람.,犯人,범죄를 저지른 사람.,,,,source:level1 grade:1 type:hanja
1등급,법,명사,한자어,法,"[Ⅰ]「1」국가의 강제력을 수반하는 사회 규범. 국가 및 공공 기관이 제정한 법률, 명령, 규칙, 조례 따위이다.
[Ⅰ]「2」그 자체의 성품을 간직하여 변하지 않고 궤범(軌範)이 되어서 사람이 사물에 대하여 일정한 이해를 낳게 하는 근거가 되는 것.
[Ⅰ]「3」부처의 가르침이나 계율.
[Ⅰ]「4」물질과 정신의 온갖 것.
[Ⅰ]「5」문장의 내용에 대한 화자의 심적 태도를 나타내는 동사의 어형 변화. 인도ㆍ유럽 어족에서는 ‘직설법’, ‘명령법’, ‘가정법’, 국어에서는 ‘평서법’, ‘의문법’, ‘감탄법’, ‘명령법’, ‘청유법’을 인정한다.
[Ⅱ]「1」방법이나 방식.
[Ⅱ]「2」해야 할 도리나 정해진 이치.
[Ⅱ]「3」행동하는 습성의 예(例)를 이르는 말.
[Ⅱ]「4」앞말의 동작이나 상태가 당연함을 나타내는 말.
[Ⅱ]「5」어떤 일이 그럴 것 같다는 뜻을 나타내는 말.",法,"[Ⅰ]「1」국가의 강제력을 수반하는 사회 규범. 국가 및 공공 기관이 제정한 법률, 명령, 규칙, 조례 따위이다.
[Ⅰ]「2」그 자체의 성품을 간직하여 변하지 않고 궤범(軌範)이 되어서 사람이 사물에 대하여 일정한 이해를 낳게 하는 근거가 되는 것.
[Ⅰ]「3」부처의 가르침이나 계율.
[Ⅰ]「4」물질과 정신의 온갖 것.
[Ⅰ]「5」문장의 내용에 대한 화자의 심적 태도를 나타내는 동사의 어형 변화. 인도ㆍ유럽 어족에서는 ‘직설법’, ‘명령법’, ‘가정법’, 국어에서는 ‘평서법’, ‘의문법’, ‘감탄법’, ‘명령법’, ‘청유법’을 인정한다.
[Ⅱ]「1」방법이나 방식.
[Ⅱ]「2」해야 할 도리나 정해진 이치.
[Ⅱ]「3」행동하는 습성의 예(例)를 이르는 말.
[Ⅱ]「4」앞말의 동작이나 상태가 당연함을 나타내는 말.
[Ⅱ]「5」어떤 일이 그럴 것 같다는 뜻을 나타내는 말.",,,multi_gloss|multi_pos,source:level1 grade:1 type:hanja risk:multi_gloss risk:multi_pos
1등급,벽,명사,한자어,壁,"「1」집이나 방 따위의 둘레를 막은 수직 건조물.
「2」극복하기 어려운 한계나 장애를 비유적으로 이르는 말.
「3」관계나 교류의 단절을 비유적으로 이르는 말.
「4」둘레를 형성하거나 공간을 규정하는 수직의 구조나 골조(骨組).",壁,"「1」집이나 방 따위의 둘레를 막은 수직 건조물.
「2」극복하기 어려운 한계나 장애를 비유적으로 이르는 말.
「3」관계나 교류의 단절을 비유적으로 이르는 말.
「4」둘레를 형성하거나 공간을 규정하는 수직의 구조나 골조(骨組).",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,벽지,명사,한자어,壁紙,벽에 바르는 종이.,壁紙,벽에 바르는 종이.,,,,source:level1 grade:1 type:hanja
1등급,변기,명사,한자어,便器,"「1」똥이나 오줌을 누도록 만든 기구.
「2」똥이나 오줌을 받아 내는 그릇.",便器,"「1」똥이나 오줌을 누도록 만든 기구.
「2」똥이나 오줌을 받아 내는 그릇.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,변덕,명사,한자어,變德,이랬다저랬다 잘 변하는 태도나 성질.,変德,이랬다저랬다 잘 변하는 태도나 성질.,,,,source:level1 grade:1 type:hanja
1등급,변명,명사,한자어,辨明,"「1」어떤 잘못이나 실수에 대하여 구실을 대며 그 까닭을 말함.
「2」옳고 그름을 가려 사리를 밝힘.",辨明,"「1」어떤 잘못이나 실수에 대하여 구실을 대며 그 까닭을 말함.
「2」옳고 그름을 가려 사리를 밝힘.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,변신,명사,한자어,變身,몸의 모양이나 태도 따위를 바꿈. 또는 그렇게 바꾼 몸.,変身,몸의 모양이나 태도 따위를 바꿈. 또는 그렇게 바꾼 몸.,,,,source:level1 grade:1 type:hanja
1등급,별명,명사,한자어,別名,"「1」사람의 외모나 성격 따위의 특징을 바탕으로 남들이 지어 부르는 이름.
「2」본명이나 자 이외에 쓰는 이름. 허물없이 쓰기 위하여 지은 이름이다.",別名,"「1」사람의 외모나 성격 따위의 특징을 바탕으로 남들이 지어 부르는 이름.
「2」본명이나 자 이외에 쓰는 이름. 허물없이 쓰기 위하여 지은 이름이다.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,병,명사,한자어,病,"「1」생물체의 전신이나 일부분에 이상이 생겨 정상적 활동이 이루어지지 않아 괴로움을 느끼게 되는 현상.
「2」‘질병’의 뜻을 나타내는 말.
「3」기계나 기구 따위가 고장이 나서 정상적으로 작동하지 못함을 비유적으로 이르는 말.
「4」깊이 뿌리박힌 잘못이나 결점.",病,"「1」생물체의 전신이나 일부분에 이상이 생겨 정상적 활동이 이루어지지 않아 괴로움을 느끼게 되는 현상.
「2」‘질병’의 뜻을 나타내는 말.
「3」기계나 기구 따위가 고장이 나서 정상적으로 작동하지 못함을 비유적으로 이르는 말.
「4」깊이 뿌리박힌 잘못이나 결점.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,병,명사,한자어,甁,"「1」주로 액체나 가루를 담는 데에 쓰는 목과 아가리가 좁은 그릇.
「2」액체나 가루 따위를 ‘「1」’에 담아 그 분량을 세는 단위.
「3」‘용기’를 나타내는 말.",甁,"「1」주로 액체나 가루를 담는 데에 쓰는 목과 아가리가 좁은 그릇.
「2」액체나 가루 따위를 ‘「1」’에 담아 그 분량을 세는 단위.
「3」‘용기’를 나타내는 말.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,병실,명사,한자어,病室,병을 치료하기 위하여 환자가 거처하는 방.,病室,병을 치료하기 위하여 환자가 거처하는 방.,,,,source:level1 grade:1 type:hanja
1등급,병원,명사,한자어,病院,"「1」병자(病者)를 진찰, 치료하는 데에 필요한 설비를 갖추어 놓은 곳.
「2」30명 이상의 환자를 수용할 수 있는 시설을 갖춘 의료 기관. 의원보다 크다.",病院,"「1」병자(病者)를 진찰, 치료하는 데에 필요한 설비를 갖추어 놓은 곳.
「2」30명 이상의 환자를 수용할 수 있는 시설을 갖춘 의료 기관. 의원보다 크다.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,보건소,명사,한자어,保健所,"질병의 예방, 진료, 공중 보건을 향상시키기 위하여 서울특별시와 각 광역시 및 각 시ㆍ군ㆍ구에 둔 공공 의료 기관.",保健所,"질병의 예방, 진료, 공중 보건을 향상시키기 위하여 서울특별시와 각 광역시 및 각 시ㆍ군ㆍ구에 둔 공공 의료 기관.",,,,source:level1 grade:1 type:hanja
1등급,보관,명사,한자어,保管,물건을 맡아서 간직하고 관리함.,保管,물건을 맡아서 간직하고 관리함.,,,,source:level1 grade:1 type:hanja
1등급,보물,명사,한자어,寶物,"「1」썩 드물고 귀한 가치가 있는 보배로운 물건.
「2」국가에서 지정하여 법률로 보호하는 유형 문화유산. 특별히 가치가 크고 유례가 드문 것은 국보로 지정할 수 있다.",寶物,"「1」썩 드물고 귀한 가치가 있는 보배로운 물건.
「2」국가에서 지정하여 법률로 보호하는 유형 문화유산. 특별히 가치가 크고 유례가 드문 것은 국보로 지정할 수 있다.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,보석,명사,한자어,寶石,"아주 단단하고 빛깔과 광택이 아름다우며 희귀한 광물. 비금속 광물로 흔히 장신구로 쓰이며, 다이아몬드ㆍ옥수(玉髓)ㆍ비취(翡翠)ㆍ에메랄드ㆍ사파이어ㆍ루비ㆍ단백석 따위가 있다.",寶石,"아주 단단하고 빛깔과 광택이 아름다우며 희귀한 광물. 비금속 광물로 흔히 장신구로 쓰이며, 다이아몬드ㆍ옥수(玉髓)ㆍ비취(翡翠)ㆍ에메랄드ㆍ사파이어ㆍ루비ㆍ단백석 따위가 있다.",,,,source:level1 grade:1 type:hanja
1등급,보통,명사,한자어,普通,"[Ⅰ]「1」특별하지 아니하고 흔히 볼 수 있음. 또는 뛰어나지도 열등하지도 아니한 중간 정도.
[Ⅰ]「2」어떤 병이 뚜렷한 특징을 드러내지 않고 일반적인 증상을 나타내는 성질.
[Ⅱ]일반적으로. 또는 흔히.",普通,"[Ⅰ]「1」특별하지 아니하고 흔히 볼 수 있음. 또는 뛰어나지도 열등하지도 아니한 중간 정도.
[Ⅰ]「2」어떤 병이 뚜렷한 특징을 드러내지 않고 일반적인 증상을 나타내는 성질.
[Ⅱ]일반적으로. 또는 흔히.",,,multi_gloss|multi_pos,source:level1 grade:1 type:hanja risk:multi_gloss risk:multi_pos
1등급,복,명사,한자어,福,"「1」삶에서 누리는 좋고 만족할 만한 행운. 또는 거기서 얻는 행복.
「2」배당되는 몫이 많은 것을 비유적으로 이르는 말.",福,"「1」삶에서 누리는 좋고 만족할 만한 행운. 또는 거기서 얻는 행복.
「2」배당되는 몫이 많은 것을 비유적으로 이르는 말.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
1등급,복도,명사,한자어,複道,"「1」건물과 건물 사이에 비나 눈이 맞지 아니하도록 지붕을 씌워 만든 통로.
「2」건물 안에 다니게 된 통로.",複道,"「1」건물과 건물 사이에 비나 눈이 맞지 아니하도록 지붕을 씌워 만든 통로.
「2」건물 안에 다니게 된 통로.",,,multi_gloss,source:level1 grade:1 type:hanja risk:multi_gloss
