순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급
1195,가게,명,명사,名詞,,A
898,가격,명,명사,名詞,價格,B
2986,가구,명,명사,名詞,"家口, 家具",B
4964,가까워지다,동,동사,動詞,,B
1695,가까이,"부, 명","부사, 명사","副詞, 名詞",,B
648,가깝다,형,형용사,形容詞,,A
1747,가꾸다,동,동사,動詞,,B
852,가끔,부,부사,副詞,,A
5071,가난,명,명사,名詞,,C
1716,가난하다,형,형용사,形容詞,,B
2757,가늘다,형,형용사,形容詞,,B
6942,가능,명,명사,名詞,可能,C
483,가능성,명,명사,名詞,可能性,B
501,가능하다,형,형용사,形容詞,可能-,B
6003,가능해지다,동,동사,動詞,可能-,C
25,가다,"동, 보","동사, 보조 용언","動詞, 補助用言",,A
1196,가득,부,부사,副詞,~ 차다,B
3561,가득하다,형,형용사,形容詞,,B
7971,가득히,부,부사,副詞,,C
3173,가라앉다,동,동사,動詞,,C
6170,가려지다,동,동사,動詞,,C
1956,가령,부,부사,副詞,假令,C
9014,가로,명,명사,名詞,~와 세로,B
5311,가로등,명,명사,名詞,街路燈,C
4576,가로막다,동,동사,動詞,,C
8286,가로수,명,명사,名詞,街路樹,C
2789,가루,명,명사,名詞,분필 ~,B
4177,가르다,동,동사,動詞,,C
698,가르치다,동,동사,動詞,,A
2884,가르침,명,명사,名詞,,C
2305,가리다,동,동사,動詞,"시야를 ~, 시비를 ~",B
1367,가리키다,동,동사,動詞,,B
9888,가만,부,부사,副詞,,C
7158,가만있다,동,동사,動詞,,C
1706,가만히,부,부사,副詞,,B
4755,가뭄,명,명사,名詞,,C
1530,가방,명,명사,名詞,~을 메다,A
1189,가볍다,형,형용사,形容詞,,A
4483,가사,명,명사,名詞,歌詞,C
3784,가상,명,명사,名詞,假想,C
2000,가수,명,명사,名詞,歌手,A
2053,가스,명,명사,名詞,gas,B
384,가슴,명,명사,名詞,,A
3904,가슴속,명,명사,名詞,,B
6526,가요,명,명사,名詞,歌謠,B
264,가운데,명,명사,名詞,,A
6172,가위,명,명사,名詞,기구,B
1268,가을,명,명사,名詞,,A
5167,가이드,명,명사,名詞,guide,B
4397,가입,명,명사,名詞,加入,C
4484,가입자,명,명사,名詞,加入者,C
5168,가입하다,동,동사,動詞,加入-,C
127,가장,"부, 명","부사, 명사","副詞, 名詞",家長,A
715,가정,명,명사,名詞,"家庭, 假定",B
6349,가정교사,명,명사,名詞,家庭敎師,C
3512,가져가다,동,동사,動詞,,B
5704,가져다주다,동,동사,動詞,,B
1060,가져오다,동,동사,動詞,,A
409,가족,명,명사,名詞,家族,A
5072,가죽,명,명사,名詞,,B
129,가지,"명, 의","명사, 의존 명사","名詞, 依存名詞","~를 치다, 한 ~",B
94,가지다,"동, 보","동사, 보조 용언","動詞, 補助用言",,A
4668,가짜,명,명사,名詞,假-,B
550,가치,명,명사,名詞,價値,C
3063,가치관,명,명사,名詞,價値觀,C
8645,가톨릭,명,명사,名詞,Catholic,C
3099,가하다,동,동사,動詞,加-,C
422,각,관,관형사,冠形詞,各,B
751,각각,"부, 명","부사, 명사","副詞, 名詞",各各,B
2885,각국,명,명사,名詞,各國,B
3213,각기,부,부사,副詞,各其,C
5706,각오,명,명사,名詞,覺悟,C
3562,각자,"명, 부","명사, 부사","名詞, 副詞",各自,B
815,각종,명,명사,名詞,各種,B
335,간,"명, 의","명사, 의존 명사","名詞, 依存名詞","음식의 ~을 보다, 肝, 間. 서울과 부산 ~",B
4179,간격,명,명사,名詞,間隔,C
1336,간단하다,형,형용사,形容詞,簡單-,B
2987,간단히,부,부사,副詞,簡單-,B
2187,간부,명,명사,名詞,幹部,C
4577,간섭,명,명사,名詞,干涉,C
8290,간식,명,명사,名詞,間食,B
4034,간신히,부,부사,副詞,艱辛-,C
3100,간장,명,명사,名詞,-醬,B
4756,간접,명,명사,名詞,間接,C
6735,간접적,명,명사,名詞,間接的,C
3906,간판,명,명사,名詞,看板,C
7160,간편하다,형,형용사,形容詞,簡便-,C
7977,간호,명,명사,名詞,看護,C
7438,간호사,명,명사,名詞,看護師,A
3786,간혹,부,부사,副詞,間或,C
3621,갇히다,동,동사,動詞,,C
2401,갈다,동,동사,動詞,"바꾸다, 문지르다",B
1010,갈등,명,명사,名詞,葛藤,C
12246,갈비,명,명사,名詞,,A
38470,갈비탕,명,명사,名詞,-湯,B
3342,갈색,명,명사,名詞,褐色,B
3723,갈수록,부,부사,副詞,,C
4035,갈아입다,동,동사,動詞,,B
9018,갈아타다,동,동사,動詞,,B
4578,갈증,명,명사,名詞,渴症,C
5312,감,명,명사,名詞,"과일, 感",B
1240,감각,명,명사,名詞,感覺,C
3343,감기,명,명사,名詞,感氣,A
2125,감다,동,동사,動詞,"눈을 ~, 실을 ~",B
671,감독,명,명사,名詞,監督,C
2432,감동,명,명사,名詞,感動,B
7161,감동적,명,명사,名詞,感動的,C
6352,감사,명,명사,名詞,感謝,A
3847,감사하다,"형, 동","형용사, 동사","形容詞, 動詞",感謝-,A
6530,감상,명,명사,名詞,鑑賞,B
4321,감상하다,동,동사,動詞,鑑賞-,B
5170,감소,명,명사,名詞,減少,C
9431,감소되다,동,동사,動詞,減少-,C
4485,감소하다,동,동사,動詞,減少-,C
5445,감수성,명,명사,名詞,感受性,C
3174,감싸다,동,동사,動詞,,C
3385,감옥,명,명사,名詞,監獄,C
3513,감자,명,명사,名詞,,B
846,감정,명,명사,名詞,感情,B
9892,감정적,명,명사,名詞,感情的,C
2092,감추다,동,동사,動詞,,C
3563,감히,부,부사,副詞,敢-,C
7979,갑,명,명사,名詞,匣,C
475,갑자기,부,부사,副詞,,A
4580,갑작스럽다,형,형용사,形容詞,,C
788,값,명,명사,名詞,,A
6946,값싸다,형,형용사,形容詞,,C
1812,강,명,명사,名詞,江,A
3344,강남,명,명사,名詞,江南,C
8651,강당,명,명사,名詞,講堂,B
4669,강도,명,명사,名詞,"强度, 强盜",B
1738,강력하다,형,형용사,形容詞,强力-,C
4757,강력히,부,부사,副詞,强力-,C
3514,강렬하다,형,형용사,形容詞,强烈-,C
2988,강물,명,명사,名詞,江-,B
9433,강변,명,명사,名詞,江邊,C
9894,강북,명,명사,名詞,江北,C
5577,강사,명,명사,名詞,講師,C
5578,강수량,명,명사,名詞,降水量,C
14028,강아지,명,명사,名詞,,B
3564,강요하다,동,동사,動詞,强要-,C
,강원도,고,고유 명사,固有名詞,江原道,B
3101,강의,명,명사,名詞,講義,C
10371,강의하다,동,동사,動詞,講義-,C
2275,강제,명,명사,名詞,强制,B
7683,강조,명,명사,名詞,强調,C
631,강조하다,동,동사,動詞,强調-,B
584,강하다,형,형용사,形容詞,强-,B
2151,강화하다,동,동사,動詞,强化-,C
3725,갖가지,명,명사,名詞,,C
190,갖다,"동, 보","동사, 보조 용언","動詞, 補助用言",가지다,B
784,갖추다,동,동사,動詞,,C
22,같다,형,형용사,形容詞,,A
203,같이,부,부사,副詞,,A
4038,같이하다,동,동사,動詞,,C
3386,갚다,동,동사,動詞,,C
85,개,"명, 의","명사, 의존 명사","名詞, 依存名詞","동물, 個",A
5313,개개인,명,명사,名詞,個個人,C
4486,개구리,명,명사,名詞,,B
2914,개국,의,의존 명사,依存名詞,個國,C
7440,개나리,명,명사,名詞,,B
8296,개다,동,동사,動詞,날이 ~,C
3565,개미,명,명사,名詞,곤충,C
2565,개발되다,동,동사,動詞,開發-,C
1269,개발하다,동,동사,動詞,開發-,B
1296,개방,명,명사,名詞,開放,C
5708,개방되다,동,동사,動詞,開放-,C
3787,개방하다,동,동사,動詞,開放-,C
4322,개별,명,명사,名詞,個別,C
1562,개선,명,명사,名詞,改善,C
4758,개선되다,동,동사,動詞,改善-,C
3137,개선하다,동,동사,動詞,改善-,C
1788,개성,명,명사,名詞,個性,C
799,개월,의,의존 명사,依存名詞,個月,A
562,개인,명,명사,名詞,個人,B
2758,개인적,명,명사,名詞,個人的,B
2490,객관적,명,명사,名詞,客觀的,C
1228,걔,불,분석 불능,分析不能,그 아이,B
20,거,"대, 의","대명사, 의존 명사","代名詞, 依存名詞",것,A
293,거기,대,대명사,代名詞,,A
2989,거꾸로,부,부사,副詞,,C
1958,거대하다,형,형용사,形容詞,巨大-,C
1579,거두다,동,동사,動詞,,C
5447,거들다,동,동사,動詞,,C
3306,거듭,부,부사,副詞,,C
1148,거리,"명, 의","명사, 의존 명사","名詞, 依存名詞","길~, 반찬~, 距離",A
1864,거부하다,동,동사,動詞,拒否-,C
2675,거실,명,명사,名詞,居室,B
3967,거액,명,명사,名詞,巨額,C
2109,거울,명,명사,名詞,,A
306,거의,부,부사,副詞,,B
3726,거절하다,동,동사,動詞,拒絶-,C
4039,거짓,명,명사,名詞,,B
2246,거짓말,명,명사,名詞,,B
819,거치다,동,동사,動詞,,C
2306,거칠다,형,형용사,形容詞,,C
4040,거품,명,명사,名詞,,C
1129,걱정,명,명사,名詞,,A
10384,걱정되다,동,동사,動詞,,B
5850,걱정스럽다,형,형용사,形容詞,,B
2491,걱정하다,동,동사,動詞,,A
1707,건,의,의존 명사,依存名詞,件,C
647,건강,명,명사,名詞,健康,A
1297,건강하다,형,형용사,形容詞,健康-,A
7984,건너,명,명사,名詞,,C
4255,건너가다,동,동사,動詞,,B
2276,건너다,동,동사,動詞,,B
7167,건너오다,동,동사,動詞,,B
5448,건너편,명,명사,名詞,-便,B
9030,건넌방,명,명사,名詞,-房,C
4760,건네다,동,동사,動詞,,C
4112,건네주다,동,동사,動詞,,C
3907,건드리다,동,동사,動詞,,C
649,건물,명,명사,名詞,建物,A
790,건설,명,명사,名詞,建設,C
5851,건설되다,동,동사,動詞,建設-,C
2263,건설하다,동,동사,動詞,建設-,C
3388,건전하다,형,형용사,形容詞,健全-,C
3849,건조,명,명사,名詞,乾燥,C
8659,건조하다,형,형용사,形容詞,乾燥-,C
2790,건지다,동,동사,動詞,,B
2616,건축,명,명사,名詞,建築,B
8660,걷기,명,명사,名詞,,C
546,걷다,동,동사,動詞,"느릿느릿 ~, 소매를 ~, 빨래를 ~",A
716,걸다,동,동사,動詞,옷을 ~,A
380,걸리다,동,동사,動詞,'걸다'의 피동사,B
1970,걸어가다,동,동사,動詞,,A
4041,걸어오다,동,동사,動詞,집까지 ~,A
1647,걸음,명,명사,名詞,,B
837,걸치다,동,동사,動詞,,C
1585,검다,형,형용사,形容詞,색깔이 ~,B
1512,검사,명,명사,名詞,"檢事, 檢査",B
3064,검은색,명,명사,名詞,-色,A
38923,검정색,명,명사,名詞,-色,B
2850,검토,명,명사,名詞,檢討,C
2644,겁,명,명사,名詞,怯,B
7987,겁나다,동,동사,動詞,怯-,C
1,것,의,의존 명사,依存名詞,,A
2759,겉,명,명사,名詞,,B
4761,게,명,명사,名詞,동물,C
1415,게다가,부,부사,副詞,,B
7687,게시판,명,명사,名詞,揭示板,C
13080,게으르다,형,형용사,形容詞,,C
877,게임,명,명사,名詞,game,A
1648,겨우,부,부사,副詞,,B
920,겨울,명,명사,名詞,,A
6009,겨울철,명,명사,名詞,,B
5711,겨자,명,명사,名詞,,C
838,겪다,동,동사,動詞,,C
1341,견디다,동,동사,動詞,,B
1470,견해,명,명사,名詞,見解,C
211,결과,명,명사,名詞,結果,B
4487,결과적,명,명사,名詞,結果的,C
352,결국,명,명사,名詞,結局,B
1513,결론,명,명사,名詞,結論,C
16464,결석,명,명사,名詞,缺席,C
25684,결석하다,동,동사,動詞,缺席-,C
4113,결승,명,명사,名詞,決勝,C
4763,결심,명,명사,名詞,決心,C
3623,결심하다,동,동사,動詞,決心-,B
1092,결정,명,명사,名詞,決定,B
1986,결정되다,동,동사,動詞,決定-,B
1033,결정하다,동,동사,動詞,決定-,B
752,결코,부,부사,副詞,決-,C
601,결혼,명,명사,名詞,結婚,A
3389,결혼식,명,명사,名詞,結婚式,A
1130,결혼하다,동,동사,動詞,結婚-,A
2461,경계,명,명사,名詞,境界,C
2702,경고,명,명사,名詞,警告,C
5712,경고하다,동,동사,動詞,警告-,C
739,경기,명,명사,名詞,"景氣, 競技",B
,경기도,고,고유 명사,固有名詞,京畿道,B
3624,경기장,명,명사,名詞,競技場,B
3672,경력,명,명사,名詞,經歷,C
,경복궁,고,고유 명사,固有名詞,景福宮,A
4968,경비,명,명사,名詞,經費,C
,경상도,고,고유 명사,固有名詞,慶尙道,B
1034,경영,명,명사,名詞,經營,B
6746,경영하다,동,동사,動詞,經營-,C
65,경우,명,명사,名詞,境遇,B
762,경쟁,명,명사,名詞,競爭,C
2264,경쟁력,명,명사,名詞,競爭力,C
200,경제,명,명사,名詞,經濟,B
4969,경제력,명,명사,名詞,經濟力,C
2492,경제적,명,명사,名詞,經濟的,B
5713,경제학,명,명사,名詞,經濟學,C
,경주,고,고유 명사,固有名詞,慶州,A
632,경찰,명,명사,名詞,警察,A
2329,경찰관,명,명사,名詞,警察官,A
3214,경찰서,명,명사,名詞,警察署,A
5452,경치,명,명사,名詞,景致,A
1093,경향,명,명사,名詞,傾向,C
585,경험,명,명사,名詞,經驗,B
2170,경험하다,동,동사,動詞,經驗-,B
1586,곁,명,명사,名詞,,B
2544,계곡,명,명사,名詞,溪谷,C
2206,계단,명,명사,名詞,階段,B
6951,계란,명,명사,名詞,鷄卵,A
1827,계산,명,명사,名詞,計算,B
3390,계산기,명,명사,名詞,計算器,B
2916,계산하다,동,동사,動詞,計算-,B
405,계속,부,부사,副詞,繼續,A
1075,계속되다,동,동사,動詞,繼續-,B
1149,계속하다,동,동사,動詞,繼續-,B
1163,계시다,"보, 동","보조 용언, 동사","補助用言, 動詞",,A
2350,계약,명,명사,名詞,契約,B
2520,계절,명,명사,名詞,季節,A
3138,계좌,명,명사,名詞,計座,C
2054,계층,명,명사,名詞,階層,C
400,계획,명,명사,名詞,計劃,A
4862,계획하다,동,동사,動詞,計劃-,B
403,고개,명,명사,名詞,"~를 돌리다, ~ 너머",B
1717,고객,명,명사,名詞,顧客,B
3968,고교,명,명사,名詞,高校,B
,고구려,고,고유 명사,固有名詞,高句麗,C
7996,고구마,명,명사,名詞,,B
11578,고궁,명,명사,名詞,古宮,C
1915,고급,명,명사,名詞,高級,B
8305,고급스럽다,형,형용사,形容詞,高級-,C
1055,고기,명,명사,名詞,,A
1337,고등학교,명,명사,名詞,高等學校,A
7445,고등학생,명,명사,名詞,高等學生,A
,고려,고,고유 명사,固有名詞,高麗,C
1490,고려하다,동,동사,動詞,考慮-,B
1496,고르다,"동, 형","동사, 형용사","動詞, 形容詞","뽑다, 차이가 없다",B
857,고맙다,형,형용사,形容詞,,A
1848,고모,명,명사,名詞,姑母,B
8668,고모부,명,명사,名詞,姑母夫,B
9911,고무신,명,명사,名詞,,C
1748,고민,명,명사,名詞,苦悶,B
3104,고민하다,동,동사,動詞,苦悶-,B
1916,고생,명,명사,名詞,苦生,B
3065,고생하다,동,동사,動詞,苦生-,B
8307,고소하다,형,형용사,形容詞,맛이 ~,C
6178,고속,명,명사,名詞,高速,B
5176,고속도로,명,명사,名詞,高速道路,B
11580,고속버스,명,명사,名詞,高速bus,B
1987,고양이,명,명사,名詞,,A
3851,고요하다,형,형용사,形容詞,,C
3175,고작,부,부사,副詞,,C
1480,고장,명,명사,名詞,"지역, 故障",B
2733,고전,명,명사,名詞,古典,C
5316,고집,명,명사,名詞,固執,C
3969,고집하다,동,동사,動詞,固執-,C
2126,고추,명,명사,名詞,,B
6014,고추장,명,명사,名詞,-醬,B
9916,고춧가루,명,명사,名詞,,B
1503,고치다,동,동사,動詞,,B
986,고통,명,명사,名詞,苦痛,B
3674,고통스럽다,형,형용사,形容詞,苦痛-,C
5860,고프다,형,형용사,形容詞,,A
4181,고함,명,명사,名詞,高喊,C
593,고향,명,명사,名詞,故鄕,A
3459,곡,명,명사,名詞,曲,C
3460,곡식,명,명사,名詞,穀食,C
3675,곤란하다,형,형용사,形容詞,困難-,C
307,곧,부,부사,副詞,,A
6180,곧다,형,형용사,形容詞,,C
3215,곧바로,부,부사,副詞,,B
9044,곧이어,부,부사,副詞,,C
3970,곧잘,부,부사,副詞,,C
4767,곧장,부,부사,副詞,,C
1083,골,명,명사,名詞,goal,C
4258,골고루,부,부사,副詞,,C
2821,골목,명,명사,名詞,,B
7448,골목길,명,명사,名詞,,B
3971,골짜기,명,명사,名詞,,C
6181,골치,명,명사,名詞,,C
5717,골프,명,명사,名詞,golf,B
6015,골프장,명,명사,名詞,golf場,B
4671,곰,명,명사,名詞,동물,B
1326,곱다,형,형용사,形容詞,아름답다,B
116,곳,명,명사,名詞,,A
2589,곳곳,명,명사,名詞,,B
988,공,명,명사,名詞,축구~,A
623,공간,명,명사,名詞,空間,B
1338,공개,명,명사,名詞,公開,C
2703,공개하다,동,동사,動詞,公開-,C
1988,공격,명,명사,名詞,攻擊,C
4182,공격하다,동,동사,動詞,攻擊-,C
4114,공공,명,명사,名詞,公共,C
4043,공군,명,명사,名詞,空軍,C
1772,공급,명,명사,名詞,供給,C
1433,공기,명,명사,名詞,"空氣, 空器",B
953,공동,명,명사,名詞,共同,B
1865,공무원,명,명사,名詞,公務員,B
490,공부,명,명사,名詞,工夫,A
807,공부하다,동,동사,動詞,工夫-,A
1374,공사,명,명사,名詞,工事,B
2462,공식,명,명사,名詞,公式,C
4325,공식적,명,명사,名詞,公式的,C
1084,공업,명,명사,名詞,工業,C
1067,공연,명,명사,名詞,公演,B
9462,공연되다,동,동사,動詞,公演-,C
4864,공연장,명,명사,名詞,公演場,C
10400,공연하다,동,동사,動詞,公演-,C
6017,공연히,부,부사,副詞,空然-,C
2950,공원,명,명사,名詞,公園,A
685,공장,명,명사,名詞,工場,B
8313,공주,명,명사,名詞,公主,C
3676,공중,명,명사,名詞,空中,C
8672,공중전화,명,명사,名詞,公衆電話,A
6540,공짜,명,명사,名詞,空-,B
5179,공책,명,명사,名詞,空冊,A
8673,공통,명,명사,名詞,共通,C
6541,공통되다,동,동사,動詞,共通-,C
6362,공통적,명,명사,名詞,共通的,C
7696,공통점,명,명사,名詞,共通點,C
2152,공포,명,명사,名詞,恐怖,C
2433,공항,명,명사,名詞,空港,A
20070,공항버스,명,명사,名詞,空港bus,B
3677,공해,명,명사,名詞,公害,C
9466,공휴일,명,명사,名詞,公休日,A
996,과,명,명사,名詞,"科, 課",A
549,과거,명,명사,名詞,"科擧, 過去",B
2704,과목,명,명사,名詞,科目,B
865,과연,부,부사,副詞,果然,C
7701,과외,명,명사,名詞,課外,C
1491,과일,명,명사,名詞,,A
4402,과자,명,명사,名詞,菓子,A
2351,과장,명,명사,名詞,課長,B
188,과정,명,명사,名詞,"過程, 課程",C
1259,과제,명,명사,名詞,課題,B
346,과학,명,명사,名詞,科學,B
1718,과학자,명,명사,名詞,科學者,B
2734,과학적,명,명사,名詞,科學的,B
1814,관객,명,명사,名詞,觀客,B
152,관계,명,명사,名詞,關係,B
3791,관계되다,동,동사,動詞,關係-,C
5077,관계없이,부,부사,副詞,關係-,C
967,관계자,명,명사,名詞,關係者,C
1719,관광,명,명사,名詞,觀光,B
3730,관광객,명,명사,名詞,觀光客,B
20077,관광버스,명,명사,名詞,觀光bus,C
7182,관광지,명,명사,名詞,觀光地,B
2189,관념,명,명사,名詞,觀念,C
9923,관람,명,명사,名詞,觀覽,C
7453,관람객,명,명사,名詞,觀覽客,C
420,관련,명,명사,名詞,關聯,B
1288,관련되다,동,동사,動詞,關聯-,B
1481,관련하다,동,동사,動詞,關聯-,B
858,관리,명,명사,名詞,"官吏, 管理",B
3909,관리하다,동,동사,動詞,管理-,C
3566,관습,명,명사,名詞,慣習,C
312,관심,명,명사,名詞,關心,B
5720,관심사,명,명사,名詞,關心事,C
839,관점,명,명사,名詞,觀點,C
3216,관찰,명,명사,名詞,觀察,C
2070,관찰하다,동,동사,動詞,觀察-,B
301,관하다,동,동사,動詞,關-,B
3567,광경,명,명사,名詞,光景,C
316,광고,명,명사,名詞,廣告,B
3392,광장,명,명사,名詞,廣場,C
,광주,고,고유 명사,固有名詞,光州,B
813,괜찮다,형,형용사,形容詞,,A
2071,괜히,부,부사,副詞,,B
3910,괴로움,명,명사,名詞,,C
9474,괴로워하다,동,동사,動詞,,C
3516,괴롭다,형,형용사,形容詞,,B
4489,괴롭히다,동,동사,動詞,,C
9052,굉장하다,형,형용사,形容詞,宏壯-,C
2190,굉장히,부,부사,副詞,宏壯-,B
2887,교과서,명,명사,名詞,敎科書,A
7703,교내,명,명사,名詞,校內,C
5582,교대,명,명사,名詞,交代,C
2402,교류,명,명사,名詞,交流,B
6961,교문,명,명사,名詞,校門,B
7185,교복,명,명사,名詞,校服,C
474,교사,명,명사,名詞,敎師,C
371,교수,명,명사,名詞,敎授,A
9475,교시,의,의존 명사,依存名詞,校時,C
1339,교실,명,명사,名詞,敎室,A
4115,교양,명,명사,名詞,敎養,C
9930,교외,명,명사,名詞,郊外,C
198,교육,명,명사,名詞,敎育,B
9931,교육비,명,명사,名詞,敎育費,C
6363,교육자,명,명사,名詞,敎育者,C
1103,교장,명,명사,名詞,校長,C
6364,교재,명,명사,名詞,敎材,C
4769,교직,명,명사,名詞,敎職,C
4403,교체,명,명사,名詞,交替,C
1249,교통,명,명사,名詞,交通,A
3517,교통사고,명,명사,名詞,交通事故,B
7186,교포,명,명사,名詞,僑胞,B
3107,교환,명,명사,名詞,交換,B
4582,교환하다,동,동사,動詞,交換-,C
1708,교회,명,명사,名詞,敎會,A
3973,교훈,명,명사,名詞,敎訓,C
7705,구,"수, 명","수사, 명사","数詞, 名詞","九, 區",A
2705,구경,명,명사,名詞,,A
3176,구경하다,동,동사,動詞,,B
3217,구두,명,명사,名詞,,A
3974,구르다,동,동사,動詞,바위가 ~,C
2493,구름,명,명사,名詞,,A
2055,구멍,명,명사,名詞,,B
4490,구별,명,명사,名詞,區別,C
5722,구별되다,동,동사,動詞,區別-,C
3731,구별하다,동,동사,動詞,區別-,C
2590,구분,명,명사,名詞,區分,C
5181,구분되다,동,동사,動詞,區分-,C
2735,구분하다,동,동사,動詞,區分-,C
2494,구석,명,명사,名詞,,C
4259,구석구석,명,명사,名詞,,C
853,구성,명,명사,名詞,構成,C
1397,구성되다,동,동사,動詞,構成-,C
1684,구성하다,동,동사,動詞,構成-,C
1351,구속,명,명사,名詞,拘束,C
3346,구속되다,동,동사,動詞,拘束-,C
4770,구속하다,동,동사,動詞,拘束-,C
,구십,수,수사,数詞,九十,A
2037,구역,명,명사,名詞,區域,C
1076,구월,명,명사,名詞,九月,A
5182,구입,명,명사,名詞,購入,C
2229,구입하다,동,동사,動詞,購入-,C
350,구조,명,명사,名詞,構造,C
5583,구청,명,명사,名詞,區廳,C
769,구체적,명,명사,名詞,具體的,B
1125,구하다,동,동사,動詞,"求-, 救-",B
3732,국,명,명사,名詞,음식,B
141,국가,명,명사,名詞,國家,B
8682,국가적,명,명사,名詞,國家的,C
8014,국기,명,명사,名詞,國旗,B
447,국내,명,명사,名詞,國內,B
18114,국내선,명,명사,名詞,國內線,C
5584,국내외,명,명사,名詞,國內外,C
9934,국립,명,명사,名詞,國立,B
3177,국물,명,명사,名詞,,B
235,국민,명,명사,名詞,國民,B
15251,국민적,명,명사,名詞,國民的,C
5723,국사,명,명사,名詞,國史,C
3792,국산,명,명사,名詞,國産,C
6022,국수,명,명사,名詞,,B
3108,국어,명,명사,名詞,國語,B
4116,국왕,명,명사,名詞,國王,C
4868,국적,명,명사,名詞,國籍,C
878,국제,명,명사,名詞,國際,B
15255,국제선,명,명사,名詞,國際線,C
6023,국제적,명,명사,名詞,國際的,C
2647,국제화,명,명사,名詞,國際化,C
1126,국회,명,명사,名詞,國會,C
2545,국회의원,명,명사,名詞,國會議員,B
659,군,"의, 명","의존 명사, 명사","依存名詞, 名詞","君, 軍, 郡",B
1531,군대,명,명사,名詞,軍隊,B
3519,군데,의,의존 명사,依存名詞,,B
1613,군사,명,명사,名詞,"軍士, 軍事",C
2434,군인,명,명사,名詞,軍人,A
3259,굳다,형,형용사,形容詞,,C
3260,굳어지다,동,동사,動詞,,C
2435,굳이,부,부사,副詞,,B
5724,굳히다,동,동사,動詞,,C
1937,굵다,형,형용사,形容詞,,B
3261,굶다,동,동사,動詞,,C
1892,굽다,동,동사,動詞,익히다,B
2760,굽히다,동,동사,動詞,,C
2990,궁극적,명,명사,名詞,窮極的,C
1849,궁금하다,형,형용사,形容詞,,B
1672,권,의,의존 명사,依存名詞,卷,A
1451,권리,명,명사,名詞,權利,C
2153,권위,명,명사,名詞,權威,C
6963,권투,명,명사,名詞,拳鬪,B
2330,권하다,동,동사,動詞,勸-,B
840,귀,명,명사,名詞,,A
7459,귀가,명,명사,名詞,歸家,C
7188,귀가하다,동,동사,動詞,歸家-,C
5725,귀국,명,명사,名詞,歸國,B
3307,귀국하다,동,동사,動詞,歸國-,B
3220,귀신,명,명사,名詞,鬼神,C
2617,귀엽다,형,형용사,形容詞,,B
4772,귀중하다,형,형용사,形容詞,貴重-,C
3679,귀찮다,형,형용사,形容詞,,C
3221,귀하다,형,형용사,形容詞,貴-,C
8685,귓속,명,명사,名詞,,C
778,규모,명,명사,名詞,規模,C
1552,규정,명,명사,名詞,規定,C
2127,규칙,명,명사,名詞,規則,B
4117,규칙적,명,명사,名詞,規則的,B
1778,균형,명,명사,名詞,均衡,C
10419,귤,명,명사,名詞,橘,C
9,그,"대, 관, 감","대명사, 관형사, 감탄사","代名詞, 冠形詞, 感嘆詞",,A
5726,그간,명,명사,名詞,-間,C
139,그거,대,대명사,代名詞,,A
48,그것,대,대명사,代名詞,,A
860,그곳,대,대명사,代名詞,,A
2307,그나마,부,부사,副詞,,C
672,그날,명,명사,名詞,,A
303,그냥,부,부사,副詞,,B
69,그녀,대,대명사,代名詞,-女,C
4183,그놈,대,대명사,代名詞,,C
2436,그늘,명,명사,名詞,,B
2852,그다음,명,명사,名詞,,B
2463,그다지,부,부사,副詞,,B
3852,그대,대,대명사,代名詞,,C
340,그대로,부,부사,副詞,,B
473,그동안,명,명사,名詞,,A
187,그때,명,명사,名詞,,A
6189,그때그때,부,부사,副詞,,C
330,그래,"감, 불","감탄사, 분석 불능","感嘆詞, 分析不能",그리하여,A
692,그래도,불,분석 불능,分析不能,그리하여도,B
134,그래서,"부, 불","부사, 분석 불능","副詞, 分析不能",그리하여서,A
4586,그래야,불,분석 불능,分析不能,그리하여야,C
8686,그래픽,명,명사,名詞,graphic,C
1553,그램,의,의존 명사,依存名詞,gram,B
34,그러나,부,부사,副詞,,A
785,그러니까,부,부사,副詞,,A
79,그러다,동,동사,動詞,,C
636,그러면,부,부사,副詞,,A
1127,그러므로,부,부사,副詞,,B
426,그러하다,형,형용사,形容詞,,B
54,그런,관,관형사,冠形詞,,B
4326,그런대로,부,부사,副詞,,C
142,그런데,부,부사,副詞,,A
5727,그럴듯하다,형,형용사,形容詞,,C
457,그럼,"부, 감","부사, 감탄사","副詞, 感嘆詞",'그러면'의 준말,A
,그렇게,불,분석 불능,分析不能,그러하게,B
38,그렇다,형,형용사,形容詞,,A
3393,그렇지,감,감탄사,感嘆詞,,B
1120,그렇지만,부,부사,副詞,,A
2888,그려지다,동,동사,動詞,,B
6025,그루,의,의존 명사,依存名詞,,C
879,그룹,명,명사,名詞,group,B
1563,그릇,명,명사,名詞,,A
1388,그리,부,부사,副詞,그러한 모양,B
52,그리고,부,부사,副詞,,A
439,그리다,동,동사,動詞,그림을 ~,A
9484,그리로,부,부사,副詞,,C
6752,그리움,명,명사,名詞,,C
7460,그리워하다,동,동사,動詞,,C
1183,그리하여,부,부사,副詞,,C
362,그림,명,명사,名詞,,A
1504,그림자,명,명사,名詞,,B
3853,그립다,형,형용사,形容詞,,B
745,그만,부,부사,副詞,그 정도까지만,B
1866,그만두다,동,동사,動詞,,B
1532,그만큼,부,부사,副詞,,B
6550,그만하다,형,형용사,形容詞,,B
