word,pos,meaning,definition,target_code
마른침,명사,"かたず【固唾】
","とても緊張した時、口の中が乾いて、知らないうちに呑みこむごく少量の唾。
",51756
마른하늘,명사,"せいてん【晴天】
","澄んだ空。
",90707
마름,명사,マルム。こさくちかんりにん【小作地管理人】,昔、地主に代わって農地を管理する人。,51760
마름모,명사,ひしがた・りょうけい【菱形】,4本の辺の長さが等しく、2つの対角線が真ん中で垂直に交わる四角形。,51761
마름질,명사,さいだん【裁断】,布や木などの材料を一定の模様や大きさに合わせて切ること。,51764
마름질하다,동사,さいだんする【裁断する】,"布や木などの材料を一定の模様や大きさに合わせて切る。 
",51768
마릿수,명사,とうすう【頭数】,「頭（とう）」を用いて数える動物の数。,51778
마멸,명사,まめつ【磨滅・摩滅】,摩擦により少しずつ擦れてなくなること。,51781
마멸되다,동사,まめつする【磨滅する・摩滅する】。すりへる【磨り減る・摩り減る】,"摩擦により少しずつ擦れてなくなる。
",51782
마멸하다,동사,まめつする【磨滅する・摩滅する】。すりへる【磨り減る・摩り減る】,"摩擦により少しずつ擦れてなくなる。
",51784
마모,명사,"まもう【摩耗・磨耗】
",摩擦が生じた部分がすりへったりすれてなくなったりすること。,51786
마모되다,동사,まもうする【摩耗する・磨耗する】 。すりへる【磨り減る・摩り減る】,"摩擦が生じた部分がすりへったりすれてなくなったりする。 
",51789
마모하다,동사,まもうする【摩耗する・磨耗する】 。すりへる【磨り減る・摩り減る】,"摩擦が生じた部分がすりへったりすれてなくなったりする。 
",51793
마부,명사,ぎょしゃ【御者】。まご【馬子】,馬車を操る人。,53976
마분지,명사,ばふんし【馬糞紙】,暗めの黄色の、粗悪なボール紙。,53977
마비,명사,まひ【麻痺】,神経や筋肉に異常が生じて体の一部や全体が無感覚で、動けない状態。,53978
마비되다,동사,まひする【麻痺する】。しびれる【痺れる】,"神経や筋肉に異常が生じて体の一部や全体が無感覚で、動けなくなる。
",53980
마비시키다,동사,まひさせる【麻痺させる】。しびれさせる【痺れさせる】,"体の一部や全体を無感覚で、動けない状態にさせる。
",85427
마소,명사,"うしうま・ぎゅうば【牛馬】
",馬と牛。,53986
마수,명사,,商売する人がその日に初めてものを売ること。,53987
마수,명사,"ましゅ【魔手】
",人の心を惑わして邪道に導く悪知恵や手段。,53989
마수걸이,명사,,商売する人がその日に初めてものを売ること。,53991
마수걸이하다,동사,,"商売する人がその日に初めてものを売る。 
",64694
마스코트,명사,マスコット,幸運をもたらすと信じて日ごろ持ち歩いたり、身近に置くもの。,53994
마스터하다,동사,マスターする,"技術や知識を習って、完全に身に付ける。
",53995
마약상,명사,まやくのばいにん【麻薬の売人】。まやくのフィクサー【麻薬のフィクサー】。まやくちゅうかいにん【麻薬仲介人】,麻薬の売買をすること。また、そのことをする人。,53997
마왕,명사,"まおう【魔王】
",悪魔の頭。,53998
마요네즈,명사,マヨネーズ　,卵黄・サラダ油・酢・砂糖・塩などを混ぜ合せて作ったソース。,15710
마운드,명사,"マウンド
",野球で、投手がボールを投げる時に立つ所。,54332
마을문고,명사,"むらのとしょかん【村の図書館】
",村の住民たちのために作った小さい図書館。,54334
마음보,명사,そこいじ【底意地】,心の持ち方。,54337
마음잡다,동사,こころをあらためる【心を改める】。かいしんする【改心する】,"気を取り直して、新たにする。
",54339
마이너스,명사,"マイナス。ふりえき【不利益】。そんしつ【損失】
","損害または不利益になったり、否定的な影響を与えたりすること。
",55840
마이동풍,명사,ばじとうふう【馬耳東風】,人の意見や忠告に聞く耳を持たず、聞き流すこと。,54340
마인드맵,명사,マインドマップ,地図を描くように、考えや情報を理解して整理する方法。,601581
마일,의존 명사,マイル【哩】,"距離の単位。
",55838
마일리지,명사,ポイント,商品を購入したりカードを使う実績に応じて、たまるサービス点数。,93396
마작,명사,"マージャン【麻将】
",四人が集まって、文字や数字が刻まれた136個の牌を使い、牌の組み合わせを作って勝負を決める遊び。,55839
마장,의존 명사,マジャン,"距離の単位。
",64697
마저,조사,も。まで。すら。さえ	,"現在の状態や程度に、最後に残った一つを加えるという意を表す助詞。
",70332
마적,명사,ばぞく【馬賊】,昔、馬に乗って移動しながら、人に危害を与えたり財宝を略奪したりした盗賊集団。,55841
마지기,의존 명사,マジギ,田畑の面積をはかる単位。,56087
마지못하다,형용사,やむをえない【やむを得ない】。しかたない【仕方ない】	,"したくはないが、するしかない。
",56088
마지아니하다,보조 동사,やまない	,前の言葉の表す行動を心をこめて本気で行うという意を表す「補助動詞」。,75280
마지않다,보조 동사,やまない	,前の言葉の表す行動を心をこめて本気で行うという意を表す「補助動詞」。,56089
마진,명사,マージン　,原価と売値との差額。,56090
마차,명사,"ばしゃ【馬車】
",馬がひく車。,56103
마찰력,명사,まさつりょく【摩擦力】,物体がある面と接触して運動する時、その運動を妨げる力。,601582
마찰음,명사,"まさつおん【摩擦音】
","肺から出る空気が、口腔内の狭い穴を通る際、擦れて生じる音。
",56104
마천루,명사,まてんろう【摩天楼】,天を摩するかと思われるような高い高層ビル。,56091
마취,명사,ますい【麻酔】,薬物を使って一定時間の間に意識や感覚を失わせること。,56106
마취되다,동사,ますいをかけられる【麻酔をかけられる】,"薬物によって一定時間の間に意識や感覚を失う。 
",56107
마취하다,동사,ますいをかける【麻酔をかける】,"薬物を使って一定時間の間に意識や感覚を失わせる。 
",56108
마침표,명사,しゅうしふ【終止符】。ピリオド,言語において、文を終えたりアラビア数字で特定の意味がある日付を表示するとき、文字や数字の後ろに打つ符号。,49912
마케팅,명사,マーケティング　,商品を消費者に知らせ、たくさん販売するために、生産者が展開する全般的な活動。,49914
마크,명사,"マーク。しるし【印】。きごう【記号】
","何かを象徴して表した記号・商標。
",14621
마크하다,동사,マークする,"スポーツで相手が攻撃ができないように近くで防御する。
",49915
마파람,명사,"みなみかぜ・なんぷう・はえ【南風】
","（船乗りの言葉で）南から吹いてくる風。
",49918
마피아,명사,マフィア,イタリアから端を発し、米国などの大都市で麻薬・賭博・金融などに関連し、強力な犯罪を犯す組織。,90433
매,의존 명사,まい【枚】	,"紙や写真などを数える単位。
",57241
매,관형사,まい【毎】	,"その一つ一つの。それぞれの。
",57240
매각,명사,ばいきゃく【売却】。うりわたし【売り渡し】,財産や規模の大きい物品などを売り払うこと。,57248
매각되다,동사,ばいきゃくされる【売却される】。うりわたされる【売り渡される】,"財産や規模の大きい物品などが売り払われる。
",57249
매각하다,동사,ばいきゃくする【売却する】。うりわたす【売り渡す】,"財産や規模の大きい物品などを売り払う。
",57250
매개,명사,ばいかい【媒介】,両方の間に立って、仲立ちをすること。,57447
매개물,명사,ばいかいぶつ【媒介物】,両方の間で仲立ちとなるもの。,57448
매개자,명사,ばいかいしゃ【媒介者】,両方の間に立って、仲立ちをする人やもの。,57449
매개체,명사,"ばいたい【媒体】
","仲立ちとなって双方の関係を結ぶこと。
",57450
매개하다,동사,ばいかいする【媒介する】,"両方の間に立って、仲立ちをする。 
",57451
매관매직,명사,ばいかん【売官】。ばいい【売位】,代価として金銭や財物を受け取って官職に任命すること。,57446
매국,명사,ばいこく【売国】,私利のため、国の主権や利権を他の国に売り渡すこと。,57266
매국노,명사,ばいこくど【売国奴】,個人の利益のために国の主権や利権を他国に売り渡す者。,57267
매기,명사,"まいき【毎期】
","一定に区分して決めた一つ一つの時期。
",57264
매기,부사,まいき【毎期】。きごと【期毎】	,"一定の期間のそれぞれの時期ごとに。
",57265
매기다,동사,つける【付ける】,"一定の基準に沿って値段、等級、順番などを決める。
",57445
매끄럽다,형용사,なめらかだ【滑らかだ】。すべすべする。つるつるする	,"つるつると滑るほど粗いところがなく滑らかである。
",57475
매끈거리다,동사,なめらかだ【滑らかだ】。すべすべだ【滑滑だ】。つるつるだ,"荒いところがなく柔らかくて、滑りやすい。
",57476
매끈대다,동사,なめらかだ【滑らかだ】。すべすべだ【滑滑だ】。つるつるだ,"荒いところがなく柔らかくて、滑りやすい。
",89643
매끈매끈,부사,すべすべ【滑滑】。つるつる。なめらか【滑らか】,"凸凹なところや荒いところがなく、非常に柔らかいさま。
",57477
매끈매끈하다,형용사,すべすべだ【滑滑だ】。つるつるだ。なめらかだ【滑らかだ】,"凸凹なところや荒いところがなく、非常に柔らかい。
",57478
매끈하다,형용사,すべすべだ【滑滑だ】。つるつるだ。なめらかだ【滑らかだ】,"凸凹なところや荒いところがなく、滑りやすく柔らかい。
",57479
매끈히,부사,すべすべ【滑滑】。つるつる。なめらか【滑らか】,"凸凹なところや荒いところがなく、滑りやすく柔らかに。
",91112
매끌매끌하다,형용사,つるつるする。すべすべする。なめらかだ【滑らかだ】	,"つるつる滑るほど粗いところがなく非常に滑らかである。
",57480
매끼,부사,まいしょく【毎食】,1日3食の食事。,57261
매너리즘,명사,マンネリズム。マンネリ。マナリズム,何かを同じ方式や態度で繰り返し行い、その手法が型にはまっていて新鮮味がないこと。,51743
매니저,명사,マネージャー,芸能人やスポーツ選手の渉外・日程・収入などを専門的に管理する人。,51752
매니큐어,명사,マニキュア,手の爪や足の爪をきれいにみせるために塗る化粧品。,51758
매다,동사,くさとりする【草取りする】。くさむしりする【草毟りする】,"田畑の雑草を取り除く。
",51762
매도,명사,ばとう【罵倒】,他人を激しく責めたてて罵ること。,51773
매도,명사,うりわたし【売り渡し】,ものの所有権を他の人に売り渡すこと。,51775
매도인,명사,"うりわたしにん【売渡人・売り渡し人】
",物の所有権を売って他人に渡す人。,51849
매도하다,동사,ばとうする【罵倒する】,"他人を激しく責めたてて罵る。 
",51878
매도하다,동사,うりわたす【売り渡す】,"ものの所有権を売って他の人に渡す。
",51853
매듭,명사,むすび【結び】。むすびめ【結び目】,紐や糸などを結んだところ。,55563
매듭짓다,동사,むすぶ【結ぶ】,"紐や糸などで結び目を作る。
",55564
매력적,명사,みりょくてき【魅力的】,人の心を強く引きつける力があること。,52058
매력적,관형사,みりょくてき【魅力的】,人の心を強く引きつける力があるさま。,52057
매료당하다,동사,みりょうされる【魅了される】。ひきつけられる【惹き付けられる】,"すっかり惹かれて心を奪われる。
",85367
매료되다,동사,みりょうされる【魅了される】。ひきつけられる【惹き付けられる】,"すっかり惹かれて心を奪われる。
",55566
매료시키다,동사,みりょうする【魅了する】。ひきつける【惹き付ける】,"すっかり惹きつけて心を奪う。
",85430
매료하다,동사,みりょうする【魅了する】。ひきつける【惹き付ける】,"すっかり惹きつけて心を奪う。
",55567
매립,명사,うめたて【埋め立て】,低地帯の土地や貯水池、海などを石や土などで埋めること。,55568
매립장,명사,"ごみしょぶんじょう【ごみ処分場】。ごみうめたてち【ごみ埋立地】。うめたてしょぶんじょう【埋立処分場】
",ごみや廃棄物などを集めて埋め立てる、地面の低い土地。,55571
매립지,명사,うめたてち【埋立地】,低地帯の土地や貯水池、海などに石や土などを埋めて作った土地。,55572
매립하다,동사,うめたてる【埋め立てる】,"低地帯の土地や貯水池、海などを石や土などで埋める。
",55574
매만지다,동사,ていれする【手入れする】。なでつける【撫で付ける】,"手で形を整える。
",55542
매매,명사,"ばいばい【売買】。うりかい【売り買い】
",物を売ることと買うこと。,55543
매매되다,동사,ばいばいされる【売買される】。うりかいされる【売り買いされる】,"物が売れたり買われたりする。
",55544
매매하다,동사,ばいばいする【売買する】。うりかいする【売り買いする】,"物を売ったり買ったりする。
",55545
매머드,명사,マンモス,毛で覆われた巨体に鼻が長く、鼻の横には外に曲がった奥歯がある化石の象。,55546
매몰,명사,"まいぼつ【埋没】
",地中に深く埋もれること。また、埋めること。,55547
매몰되다,동사,まいぼつする【埋没する】,"地中に深く埋もれる。 
",55548
매몰자,명사,"まいぼつしゃ【埋没者】
",事故によって土や雪などに埋没された人。,55549
매몰차다,형용사,つめたい【冷たい】。つれない	,"薄情でとても冷たい。
",55550
매몰하다,동사,まいぼつする【埋没する】,"地中に深く埋もれたり埋めたりする。 
",55551
매무새,명사,かっこう【格好】。みなり【身なり】,衣服や髪などの形や姿。,55552
매무시,명사,"みづくろい【身繕い】
",衣服を着た後、身なりを整えて端正にすること。,55553
매물,명사,うりもの【売り物】,売ろうとする品物。,55555
매복,명사,"まいふく【埋伏】。まちぶせ【待ち伏せ】
",相手の状況を調べたり不意を襲うために一定の場所に隠れて待つこと。,55557
매복하다,동사,まいふくする【埋伏する】。まちぶせる【待ち伏せる】,"相手の状況を調べたり不意を襲ったりするために一定の場所に隠れて待つ。
",55558
매부,명사,あねむこ【姉婿】。いもうとむこ【妹婿】,男の兄弟が姉妹の夫を指したり呼ぶ語。,55559
매부리코,명사,"わしばな【鷲鼻】。かぎばな【鉤鼻】
",鷹の口ばしのように鼻先が曲がっていて鼻筋の骨は前へと突き出ている鼻。また、そんな鼻をしている人。,55560
매사,명사,まいじ【毎事】,全ての事柄。,55561
매사,부사,ことごと【事事】。ばんじ【万事】	,"一つ一つの事ごとに。
",55562
매상,명사,うりあげ【売り上げ】,商品を売ること。,55595
매상액,명사,"うりあげだか【売上高】。うりあげ【売り上げ】
",一定の期間中に商品などを販売して稼いだお金。,55597
매설,명사,"まいせつ【埋設】
",水道管などを地中に埋めて設置すること。,55598
매설되다,동사,まいせつされる【埋設される】,"水道管などが地中に埋められて設置される。
",91129
매설하다,동사,まいせつする【埋設する】,"水道管などを地中に埋めて設置する。
",55599
매섭다,형용사,きびしい【厳しい】。あらあらしい【荒々しい】,恐ろしいほど荒っぽい。,55600
매수,명사,"まいすう【枚数】
",紙やガラスなど、「枚」の単位で数えられる物の数。,55601
매수,명사,ばいしゅう【買収】,株式や不動産などを買い入れること。,55602
매수되다,동사,ばいしゅうされる【買収される】。かいとられる【買い取られる】,"株式や不動産などが買い入れられる。 
",55603
매수인,명사,"ばいしゅうにん【買収人】
",物の所有権を買い取って他人から渡してもらう人。,55606
매수하다,동사,ばいしゅうする【買収する】。かいとる【買い取る】,"株式や不動産などを買い入れる。 
",55607
매스껍다,형용사,"むかつく
",吐き気がしそうで、調子が悪い。,55609
매스컴,명사,マスコミ,マスコミュニケーションの略。新聞や放送によって、たくさんの情報を多くの人々に伝達する仕事または機関。,15928
매식,명사,"かいぐい【買食】。がいしょく【外食】
",食べ物を買って食べること。また、買って食べる食べ物。,55702
매식하다,동사,かいぐいする【買食する】。がいしょくする【外食する】,"食べ物を買って食べる。
",55703
매양,부사,いつも,それぞれの時ごとに。,55706
매연,명사,"ばいえん【煤煙】
",空気中の汚染物質で、燃料が燃える時に生じる、すすの入った黒い煙。,55707
매음,명사,"ばいいん【売淫】。ばいしゅん【売春】
",お金をもらって相手と性交すること。,55712
매이다,동사,むすばれる【結ばれる】,"紐や縄が解けないように、結び目が作られる。
",55713
매일반,명사,おたがいさま【御互い様】。おなじごと【同じ事】,結局、お互い同じであること。,55714
매입,명사,"かいいれ【買い入れ】。しいれ【仕入れ】。かいつけ【買い付け】
",お金を払って品物を買うこと。,55715
매입되다,동사,かいいれられる【買い入れられる】。しいれられる【仕入れられる】。かいつけられる【買い付けられる】,"品物などが買われる。 
",91135
매입하다,동사,かいいれる【買い入れる】。しいれる【仕入れる】。かいつける【買い付ける】,"品物などを買う。 
",55716
매장,명사,まいそう【埋葬】,死体や遺骨を地中に葬ること。,55718
매장,명사,まいぞう【埋蔵】,埋めて隠すこと。,55719
매장되다,동사,まいそうされる【埋葬される】。ほうむられる【葬られる】,"死体や遺骨が地中に埋められる。 
",55720
매장되다,동사,まいぞうされる【埋蔵される】,"埋められて隠される。
",55721
매장량,명사,"まいぞうりょう【埋蔵量】
",天然資源などが地中に埋蔵している分量。,55722
매장하다,동사,まいそうする【埋葬する】。ほうむる【葬る】,"死体や遺骨を地中に埋める。 
",55723
매장하다,동사,まいぞうする【埋蔵する】,"埋めて隠す。
",55724
매점매석,명사,かいしめうりおしみ【買占め売惜しみ】,品物を必要以上に買い集めて、物価が上昇した後に又売りして利益を得ること。,55726
매정하다,형용사,ふにんじょうだ【不人情だ】。はくじょうだ【薄情だ】。つれない。すげない。そっけない【素っ気無い】,"憎たらしいほど、冷たくて思いやりの気持ちがない。

",55727
매정히,부사,つめたく【冷たく】。むじょうに【無情に】。はくじょうそうに【薄情そうに】,"憎たらしいほど冷たくて思いやりがなく。
",91131
매제,명사,いもうとむこ【妹婿】,妹の夫を指したり呼ぶ語。,55728
매진,명사,まいしん【邁進】,ある事柄に全力で取り組むこと。,91133
머,대명사,なに【何】	,"未知の事実や事物を指していう語。
",55427
머금다,동사,ふくむ【含む】,"飲み込まずに、口の中に入れておく。
",55429
머나멀다,형용사,はるかにとおい【遥かに遠い】	,"非常に遠い。
",55393
머리글,명사,まえがき【前書き】,本や文の冒頭部分に内容や目的などを簡単に書いた文。,601054
머리글자,명사,かしらもじ【頭文字】,アルファベットの表記で、単語のつづりの最初の文字。,55392
머리기사,명사,トップきじ【トップ記事】,新聞や雑誌で、一番最初の紙面に載せる重要な記事。,55391
머리꼭지,명사,のうてん【脳天】,頭のてっぺん。,55389
머리끄덩이,명사,,束ねた髪の毛の先。,55388
머리말,명사,"じょろん【序論】。はじめに。まえがき【前書き】。プロローグ
",本や文章の初めの部分に、その内容や目的などを簡略に書いた文。,15977
머리맡,명사,"まくらもと【枕元・枕許】。ちんとう【枕頭】。まくらがみ。まくらべ
",寝る人の枕のあたり。,55385
머릿돌,명사,そせき【礎石】,建物を建てる際、日付などを刻んで一定の場所に立てたり固定させておく象徴的な石。,55374
머릿수,명사,あたまかず【頭数】,人の数。,54782
머릿수건,명사,,頭にかぶるタオル。,54784
머무적거리다,동사,もじもじする。うじうじする。ぐずぐずする【愚図愚図する】,"はっきり言ったり行動したりせず、ためらう。
",54786
머무적대다,동사,もじもじする。うじうじする。ぐずぐずする【愚図愚図する】,"はっきり言ったり行動したりせず、ためらう。
",89644
머무적머무적,부사,もじもじ。うじうじ。ぐずぐず【愚図愚図】,"はっきり言ったり行動したりせず、ためらうさま。
",54788
머무적머무적하다,동사,もじもじする。うじうじする。ぐずぐずする【愚図愚図する】,"はっきり言ったり行動したりせず、ためらう。
",89645
머뭇대다,동사,もじもじする。うじうじする。ぐずぐずする【愚図愚図する】,"はっきり言ったり行動したりせず、ためらう。
",89646
머뭇머뭇,부사,もじもじ。うじうじ。ぐずぐず【愚図愚図】,"はっきり言ったり行動したりせず、ためらうさま。
",54792
머뭇머뭇하다,동사,もじもじする。うじうじする。ぐずぐずする【愚図愚図する】,"はっきり言ったり行動したりせず、ためらう。
",54794
머뭇하다,동사,もじもじする。うじうじする。ぐずぐずする【愚図愚図する】,"はっきり言ったり行動したりせず、ためらう。
",54795
머쓱하다,형용사,ひょろひょろだ	,"背丈ばかり高くてバランスが取れていない。
",54799
머저리,명사,あほう【阿呆】。ばか【馬鹿】,言葉や行動がしっかりとせず、愚かな人。,54800
머지않다,형용사,とおくない【遠くない】,"時間的に遠くない。

",54801
메가,의존 명사,メガ,"データの量を示す単位。
",55518
메가바이트,의존 명사,メガバイト,"データの量を示す単位。
",55519
메가헤르츠,의존 명사,メガヘルツ,"電磁波の周波数や振動数などを示す単位。
",88829
메꾸다,동사,つぶす【潰す】,"空いている時間を適当に過ごす。
",90973
메다,동사,むせぶ,ある感情がこみ上げて、声がよく出ない。,93397
메다꽂다,동사,なげつける【投げ付ける】,"相手を背負うようにして肩越しに勢いよく投げることを強調していう語。
",55810
메마르다,형용사,ひからびる【干からびる】	,"土地に水分や養分がなくて肥えていない。
",55809
메모리,명사,"メモリー
","記憶装置に保存できる情報の最大量。
",55526
메스,명사,"メス
","手術や解剖の際に用いる刃物。
",55532
메스껍다,형용사,はきけがする【吐き気がする】	,"吐き気を催すように非常にむかむかする。
",55807
메슥거리다,동사,むかむかする,"吐き気がして気持ちが悪い。
",55806
메슥대다,동사,むかむかする,"吐き気がして気持ちが悪い。
",89650
메슥메슥하다,동사,むかむかする,"吐き気がして気持ちが悪い。
",55805
메시아,명사,"メシア。きゅうせいしゅ【救世主】。メサイア
","旧約聖書で、超人的な知恵でイスラエルを治める王。
",55533
메아리,명사,やまびこ【山彦】。こだま,鳴り響いた音が山や絶壁にぶつかって返ってくる反響。,55536
메아리치다,동사,はんきょうする【反響する】,"やまびこが響く。また、ある音がやまびこのように響き渡る。
",55804
메어붙이다,동사,なげつける【投げ付ける】,"相手を背負うようにして肩越しに勢いよく投げる。
",86966
메어치다,동사,なげつける【投げ付ける】。せおいなげにする【背負い投げにする】,"相手を背負うようにして肩越しに勢いよく投げる。
",86967
메조소프라노,명사,メゾ・ソプラノ,ソプラノとアルトの間の、女声の中間音域。また、その音域の歌手。,91742
메주,명사,メジュ,チャンを作るために蒸した豆を潰して大きくて四角い形に固めた後、発酵させて乾燥させたもの。,55411
메커니즘,명사,"メカニズム
",物事の作用する原理や構造。,55414
메트로놈,명사,メトロノーム　,音楽で、一定に往復する振り子を利用して、楽曲のテンポを合わせたり、演奏速度を示す機具。,55416
며느릿감,명사,"よめこうほ【嫁候補】
",息子の嫁にもらっても良さそうな女。,55541
모,명사,"なえ【苗】。さなえ【早苗】
","水田に移し植えるために育てた稲の苗。
",90981
모,명사,"かど【角】
","物体の表に出ている尖った隅。
",55466
모,명사,"ウール。ようもう【羊毛】
",動物の毛で作った、衣服の生地の材料。,55469
모,명사,"ぼ【母】
","母親を意味する語で、日常的な会話で使う口頭語というよりは文・文章などで使う書き言葉。
",55467
모가지,명사,"くび【首】。くびったま【首っ玉】
","首を俗にいう語。
",55484
모계,명사,"ぼけい【母系】。ははかた【母方】
",血縁関係において、母方の血筋をたどった系統。,55474
모계제,명사,ぼけいせいど【母系制度】,血統や相続が母方の系統をたどって行われる社会制度。,55476
모골,명사,,"毛と骨。
",55479
모공,명사,"けあな【毛穴・毛孔】
",毛の生えている小さな穴。,55478
모교,명사,ぼこう【母校】,自分が卒業した学校。,55475
모국,명사,ぼこく【母国】,自分が生まれた国。,55750
모국어,명사,ぼこくご【母国語】,自国の言葉。または、自分の民族の言葉。,55749
모금,의존 명사,のみ【飲み】。くち【口】	,"液体や気体を一度口の中に満たす程度の分量を数える単位。 
",55751
모금함,명사,ぼきんばこ【募金箱】,寄付金や義援金などを募る時に使う箱。または、募金したお金を入れておく箱。,55755
모기업,명사,おやきぎょう【親企業】,ある企業から他の企業が分社してきた時、母体になる元々の企業。,55997
모나다,형용사,"かどだつ【角立つ】。かどばる【角張る】
","物の外部が角張っている。
",55996
모내기,명사,たうえ【田植え】,水田に稲の苗を植えること。,55762
모내다,동사,うえつける【植え付ける】,"稲の苗を苗代から水田に移し植える。
",55763
모눈종이,명사,ほうがんし【方眼紙】,複数の縦横の直線を直角に交わるようにして、等しい間隔に引いた用紙。,55768
모닥불,명사,たきび【焚き火】,落ち葉や木の枝などを集めて焚く火。,55771
모더니스트,명사,モダニスト,現代的な感覚や価値を追求する人。,55772
모더니즘,명사,"モダニズム。げんだいふう【現代風】
","伝統から脱し、科学と合理性を重視し、知性と現代的な感覚を追求する芸術的傾向。
",55773
모던하다,형용사,モダンだ	,"人の考えや姿、あるいは物の模様が洗練されていて現代的である。
",55774
모뎀,명사,モデム,通信施設を通じてデータをやり取りする際、コンピューターなど端末機と通信回線の間を連結し、信号を変換する装置。,55776
모독,명사,ぼうとく【冒涜】,言葉や行動で、ある対象に恥をかかせ、屈辱を与えること。,55777
모독하다,동사,ぼうとくする【冒涜する】 。けがす【汚す・穢す】,"言葉や行動で、ある対象に恥をかかせ、屈辱を与える。 
",55778
모둠,명사,,小中高校で、効率的な学習のために、生徒を５～６人前後にグループ分けすること。,90236
모락모락,부사,すくすく。ぐんぐん,小さいものが順調に育つ様子。,55994
모략,명사,ぼうりゃく【謀略】,人に害を与える目的で欺いたり、はかりごとをめぐらすこと。,55787
모략하다,동사,ぼうりゃくする【謀略する】 ,"人に害を与える目的で欺いたり、はかりごとをめぐらせたりする。 
",55789
모로,부사,ななめに【斜めに】。はすかいに【斜交いに】,斜めに。または、斜め向かいに。,55991
모르쇠,명사,しらんぷり【知らん振り】。しらないふり【知らないふり】,知っていることも知らないことも何もかも知らないと言うこと。,55990
모르핀,명사,モルヒネ,アヘンの主成分で、鎮痛剤や麻酔剤に使われ、中毒性が強い物質。,55790
모름지기,부사,すべからく【須く】。とうぜん【当然】	,"物事の道理を考えて当然。
",55791
모리,명사,ぼうり【牟利】,道徳や義理は考えず、自分の利益だけをはかること。,55989
모리배,명사,,数々の悪い方法で自分の利益だけをはかる人。また、そのような輩。,55988
모면,명사,,知恵をしぼって、運良く厳しい状況や責任などから免れること。,55987
모면하다,동사,まぬかれる【免れる】,"知恵をしぼって、運良く厳しい状況や責任などから逃れる。 
",55986
모멸,명사,ぶべつ【侮蔑】,見下し、さげすむこと。,55985
모멸감,명사,ぶべつかん【侮蔑感】,見下され、さげすまれている感じ。,55984
모반,명사,むほん【謀反】,"反逆をはかること。
",55983
모반하다,동사,むほんする【謀反する】,"反逆をはかる。
",55982
모발,명사,もうはつ【毛髪】,人の髪の毛。,56000
모방,명사,もほう【模倣】,ほかのものを真似たり、人の行動を真似ること。,55981
모방하다,동사,もほうする【模倣する】。にせる【似せる】,"ほかのものや人の行動を真似る。 
",55980
모범 답안,,もはんかいとう【模範解答】,ある問題に対して見習うべき解答。,601658
모범생,명사,もはんせい【模範生】,学業や品行が優れていて、他の生徒・学生の模範になる生徒・学生。,55803
모범수,명사,もはんしゅう【模範囚】,刑務所の規則をよく守って、他の囚人の模範になる囚人。,55802
모범적,명사,もはんてき【模範的】,見習うに値すること。,55978
모범적,관형사,もはんてき【模範的】	,"見習うに値するさま。
",55979
모사,명사,ものまね【物真似】,"ある対象を真似てそのまま表現すること。
",55800
모사,명사,たばかりごと【謀事】,あることを密かにはかること。また、そのこと。,55799
모사품,명사,もしゃひん【模写品】,原作の絵に似せて写した美術作品。,55798
모사하다,동사,ものまねする【物真似する】,"ある対象を真似てそのまま表現する。
",55976
모색,명사,もさく【模索】,事を解決できる方法や方向を手探りで探すこと。,55797
모색하다,동사,もさくする【模索する】,"事を解決できる方法や方向を手探りで探す。 
",16140
모서리,명사,"かど・かく【角】
","物の端の尖って突き出た部分。
",55796
모성,명사,ぼせい【母性】,女性が母親としてもつ本能的な性質。,55795
모성애,명사,ぼせいあい【母性愛】,子どもに対する母親の無条件で、本能的な愛情。,55794
모세 혈관,,"もうさいけっかん【毛細血管】。もうさいかん【毛細管】
","全身に網の目のように張り巡らされている細い血管。
",55793
모션,명사,"モーション。どうさ【動作】。みぶり【身振り】
","ある動きや身振り。
",55792
모순,명사,むじゅん【矛盾】,ある事柄の前後、または2つの事実が互いにそぐわず、つじつまが合わないこと。,55975
모순되다,동사,むじゅんする【矛盾する】,"ある事柄の前後、または二つの事実が互いにそぐわず、つじつまが合わない。
",55974
모순성,명사,むじゅんせい【矛盾性】,ある事柄の前後、または2つの事実が互いにそぐわず、つじつまが合わない性質。,55972
모순적,명사,むじゅんてき【矛盾的】,ある事柄の前後、または二つの事実が互いにそぐわず、つじつまが合わないこと。,55971
모순적,관형사,むじゅんてき【矛盾的】,"ある事柄の前後、または二つの事実が互いにそぐわず、つじつまが合わないさま。
",55973
모시,명사,からむし【苧】,草から強い皮を剥いて作った糸で織った、白くて薄い夏の反物。,55487
모시옷,명사,カラムシのふく【カラムシの服】,カラムシからとった繊維で作った衣服。,55488
모시조개,명사,あさり【浅蜊】,"浅海の砂泥地に住む、料理によく使われる二枚貝。
",55489
모심기,명사,たうえ【田植え】,水田に稲の苗を植えること。,55490
모아들이다,동사,あつめる【集める】,"多くのものを一つ所に寄せ合わせる。
",55565
모양내다,동사,しゃれる【洒落る】。おめかしする,"きれいに飾る。
",55569
모양새,명사,"かっこう【格好】。がいけん【外見】。ようす【様子】
","人や物の外見の様子。
",55491
모욕,명사,ぶじょく【侮辱】,見下して、はずかしめ、名誉を傷つけること。,55492
모욕감,명사,ぶじょくかん【侮辱感】,見下されてはずかしめられ、名誉を傷つけられる感じ。,55493
